Unit,Season,Bulls,Cows,Calves,Total Harvest,Total Hunters,Percent Success,Total Rec. Days,Category,Antlerless,TH23,PS23,TH22,PS22,threeyearsuccess,threeyearshunters,slope,gmu_area_sqmi,public_sqmi,percent_public,latitude,longitude,Acres,Acres Public,harvestunit,Hunters Density Per Sq. Mile,Hunters Density Per Public Sq. Mile,onx,Tags,OTC,OTCCat
361,NA,0,NA,NA,0,123,0,790,All Archery Seasons,0,154,0,141,7,2%,139,-3.5000000000000013,  141,  104,74%,39.89495921400766,-106.50344458857867,"   89,972","   66,513",361 All Archery Seasons,874.9,1183.5,https://webmap.onxmaps.com/hunt/map#9.45/39.8949592140077/-106.503444588579,"EF361L1R,EE035O1R,EF035O1R,EM035O1M,EF035O1M,EF036O2R,EF036O3R,EE036O4R,EF036O4R,EE035P1R,EF036P5R,EE000U1A,EM000U2R,EM000U3R,EE035V1A",OTCAE,Archery Either Sex
371,NA,10,NA,NA,16,328,5,1795,All Archery Seasons,6,487,4,449,5,5%,421,-7.065416064076991e-16,  291,  248,85%,39.702539987136355,-106.20568203677156,"  185,963","  158,930",371 All Archery Seasons,1128.8,1320.8,https://webmap.onxmaps.com/hunt/map#9.45/39.7025399871364/-106.205682036772,"EE371O1R,EF371O1R,EE028O1M,EF028O1M,EF371O2R,EF371O3R,EE371O4R,EF371O4R,EE371P1R,EE028P1A,EE371P4R,EF371P5R,EE000U1A,EM000U2R,EM000U3R,EE028V1A",OTCAE,Archery Either Sex
431,NA,3,NA,NA,3,71,5,400,All Archery Seasons,0,NA,NA,NA,NA,5%,71,NA,   NA,   NA,NA%,NA,NA,       NA,       NA,431 All Archery Seasons,NA,NA,https://webmap.onxmaps.com/hunt/map#9.45/NA/NA,"EE043O1R,EF043O1R,EM043O1M,EF043O1M,EF043O2R,EF043O3R,EE043O4R,EF043O4R,EE043P1R,EF043P5R,EE000U1A,EM000U2R,EM000U3R,EE043V1A,EF043V1A",OTCAE,Archery Either Sex
471,NA,13,NA,NA,16,162,10,1061,All Archery Seasons,3,156,2,244,6,6%,187,2.000000000000001,  173,  155,90%,39.081094095283945,-106.7247845557572,"  110,661","   99,103",471 All Archery Seasons,936.9,1046.2,https://webmap.onxmaps.com/hunt/map#9.45/39.0810940952839/-106.724784555757,"EE043O1R,EF043O1R,EM043O1M,EF043O1M,EF471O2R,EF471O3R,EE471O4R,EF471O4R,EE043P1R,EF471P5R,EE000U1A,EF000U1A,EM000U2R,EM000U3R,EE043V1A,EF043V1A",OTCAE,Archery Either Sex
511,NA,23,NA,NA,33,458,7,3307,All Archery Seasons,10,493,3,568,4,5%,506,1.5000000000000004,  601,  370,61%,39.02133657600035,-105.08339590403808,"  384,760","  236,507",511 All Archery Seasons,761.8,1239.4,https://webmap.onxmaps.com/hunt/map#9.45/39.0213365760004/-105.083395904038,"EM511O1R,EF511O1R,EM059O1M,EF059O1M,EF511O2R,EF511O3R,EM511O4R,EF511O4R,EF511P5R,EE000U1A,EM000U2R,EM000U3R,EE059V1A",OTCAE,Archery Either Sex
581,NA,10,NA,NA,10,352,3,2557,All Archery Seasons,0,410,5,275,4,4%,346,-0.5000000000000012,"1,134",  447,39%,38.75502221909619,-105.33209374010389,"  725,721","  286,068",581 All Archery Seasons,310.4,787.5,https://webmap.onxmaps.com/hunt/map#9.45/38.7550222190962/-105.332093740104,"EM059O1R,EF059O1R,EM059O1M,EF059O1M,EF059O2R,EF059O3R,EM059O4R,EF059O4R,EF581P5R,EE000U1A,EM000U2R,EM000U3R,EE059V1A,EF059V1A",OTCAE,Archery Either Sex
591,NA,6,NA,NA,10,169,6,1229,All Archery Seasons,3,135,10,88,11,9%,131,-2.500000000000002,  353,    0,0%,38.558887933380966,-104.82665250195026,"  225,907",        0,591 All Archery Seasons,478.8,NA,https://webmap.onxmaps.com/hunt/map#9.45/38.558887933381/-104.82665250195,"EF591L1R,EM059O1M,EF059O1M,EE000U1A,EM000U2R,EM000U3R,EE059V1A,EF059V1A",OTCAE,Archery Either Sex
681,NA,23,NA,NA,27,577,5,4355,All Archery Seasons,3,681,5,570,6,5%,609,-0.5000000000000004,  721,  634,88%,38.23185870018895,-106.21522653779576,"  461,479","  405,940",681 All Archery Seasons,800.2,909.7,https://webmap.onxmaps.com/hunt/map#9.45/38.231858700189/-106.215226537796,"EM068O1R,EM068O1M,EF068O1M,EF068O2R,EF068O3R,EM068O4R,EF068O4R,EE000U1A,EM000U2R,EM000U3R,EE068V1A",OTCAE,Archery Either Sex
691,NA,3,NA,NA,6,21,30,102,All Archery Seasons,3,19,0,28,0,10%,23,15.000000000000007,  411,  187,45%,38.35059076174274,-105.4502421084166,"  262,775","  119,497",691 All Archery Seasons,51.1,112.5,https://webmap.onxmaps.com/hunt/map#9.45/38.3505907617427/-105.450242108417,"EE086O1R,EE086O1M,EF086O1M,EF086O2R,EF086O3R,EE086O4R,EF086O4R,EE086P1R,EF086P5R,EE000U1A,EF000U1A,EM000U2R,EM000U3R,EE086V1A,EF086V1A",OTCAE,Archery Either Sex
851,NA,27,NA,NA,32,156,20,1226,All Archery Seasons,5,147,20,186,12,17%,163,4,  690,   90,13%,37.07928756609083,-104.8869639219515,"  441,351","   57,329",851 All Archery Seasons,226.2,1741.5,https://webmap.onxmaps.com/hunt/map#9.45/37.0792875660908/-104.886963921952,"EE851K2R,EE851K3R,EF085L1R,EF851L1R,EF851L2R,EF851L3R,EE085O1R,EM851O1R,EE085O1M,EF085O1M,EM851O1M,EE851O1A,EF085O2R,EM851O2R,EF085O3R,EM851O3R,EE085O4R,EF085O4R,EM851O4R,EE085P1R,EF085P5R,EF085P6R,EE000U1A,EF000U1A,EM000U2R,EM000U3R,EE085V1A,EF085V1A,EE851W1R,EF851W1R,EE851W2R,EF851W2R,EF851W6R,EF851W4R",OTCAE,Archery Either Sex
861,NA,17,NA,NA,17,260,6,1698,All Archery Seasons,0,285,7,318,6,6%,288,-7.850462293418879e-16,  332,  122,37%,37.74426059096755,-105.36547409834527,"  212,183","   77,850",861 All Archery Seasons,784.2,2137.4,https://webmap.onxmaps.com/hunt/map#9.45/37.7442605909675/-105.365474098345,"EE086O1R,EE086O1M,EF086O1M,EF086O2R,EF086O3R,EE086O4R,EF086O4R,EE086P1R,EF086P5R,EE000U1A,EF000U1A,EM000U2R,EM000U3R,EE086V1A,EF086V1A,EE084W1R,EF084W1R,EF084W3R,EF084W5R",OTCAE,Archery Either Sex
951,NA,0,NA,NA,0,3,0,3,All Archery Seasons,0,NA,NA,NA,NA,0%,3,NA,"1,560",   32,2%,40.41360121542092,-104.38359530149565,"  998,103","   20,723",951 All Archery Seasons,1.9,92.7,https://webmap.onxmaps.com/hunt/map#9.45/40.4136012154209/-104.383595301496,"EE000U1A,EE087U1A,EE087U5R",OTCAE,Archery Either Sex
6,NA,32,NA,NA,32,407,8,Not Reported,Antlered Second Rifle Seasons (No PLO or Either-sex tags included),0,408,8,386,11,9%,400,-1.5000000000000013,  618,  425,69%,40.75795403659599,-106.13816698901816,"  395,314","  272,014",6 Antlered Second Rifle Seasons (No PLO or Either-sex tags included),658.9,957.6,https://webmap.onxmaps.com/hunt/map#9.45/40.757954036596/-106.138166989018,"EE006O1R,EF006O1R,EE006O1M,EF006O1M,EF006O2R,EF006O3R,EE006O4R,EF006O4R,EE006P1R,EF006P5R,EE000U1A,EF000U1A,EM000U2R,EM000U3R,EE006V1A,EF006V1A,EE006W1R,EF006W1R,EF006W2R,EF006W3R,EF006W4R",OTC2R,Second Season Antlered
11,NA,100,NA,NA,100,433,23,Not Reported,Antlered Second Rifle Seasons (No PLO or Either-sex tags included),0,402,15,550,19,19%,462,1.9999999999999956,"1,050",  700,67%,40.301233903831125,-108.2265606800728,"  671,824","  447,886",11 Antlered Second Rifle Seasons (No PLO or Either-sex tags included),412.5,618.7,https://webmap.onxmaps.com/hunt/map#9.45/40.3012339038311/-108.226560680073,"EF011L1R,EM011O1R,EF011O1R,EE011O1M,EF011O1M,EF011O2R,EM011O2R,EM011O3R,EF011O3R,EM011O4R,EF011O4R,EE011P1R,EE011P1A,EF011P5R,EE000U1A,EM000U2R,EM000U3R,EE011V1A,EF011W6R,EE011W1R,EF011W1R,EF011W3R,EE011W2R,EE011W4R,EF011W2R,EF011W4R",OTC2R,Second Season Antlered
12,NA,141,NA,NA,141,406,35,Not Reported,Antlered Second Rifle Seasons (No PLO or Either-sex tags included),0,449,17,738,19,24%,531,8,  846,  441,52%,40.21434540864836,-107.4903697865117,"  541,163","  282,387",12 Antlered Second Rifle Seasons (No PLO or Either-sex tags included),480.2,920.2,https://webmap.onxmaps.com/hunt/map#9.45/40.2143454086484/-107.490369786512,"EM011O1R,EF011O1R,EE012O1M,EF012O1M,EE012P1M,EE012O1A,EM011O2R,EF012O2R,EM011O3R,EF012O3R,EF011O4R,EM012O4R,EE011P1R,EF012P1M,EE011P1A,EF011P5R,EM000U2R,EM000U3R,EE211W1R,EF211W1R",OTC2R,Second Season Antlered
13,NA,74,NA,NA,74,166,45,Not Reported,Antlered Second Rifle Seasons (No PLO or Either-sex tags included),0,148,27,279,42,38%,198,1.4999999999999951,  625,   66,11%,40.41797950603164,-107.32122641638192,"  400,229","   42,261",13 Antlered Second Rifle Seasons (No PLO or Either-sex tags included),265.4,2513.9,https://webmap.onxmaps.com/hunt/map#9.45/40.4179795060316/-107.321226416382,"EF013L1R,EM011O1R,EF011O1R,EE011O1M,EF011O1M,EE012P1M,EM011O2R,EF012O2R,EM011O3R,EF012O3R,EF011O4R,EM012O4R,EE011P1R,EF012P1M,EE011P1A,EF011P5R,EE000U1A,EM000U2R,EM000U3R,EE011V1A,EF011W6R,EE011W2R,EE011W4R,EF011W2R,EF011W4R",OTC2R,Second Season Antlered
14,NA,33,NA,NA,33,158,21,Not Reported,Antlered Second Rifle Seasons (No PLO or Either-sex tags included),0,207,6,422,11,13%,262,5,  711,  608,86%,40.64805223700346,-106.78235398060852,"  454,811","  389,164",14 Antlered Second Rifle Seasons (No PLO or Either-sex tags included),222.3,259.8,https://webmap.onxmaps.com/hunt/map#9.45/40.6480522370035/-106.782353980609,"EM014O1R,EF014O1R,EE014O1M,EF014O1M,EM003O2R,EF014O2R,EM003O3R,EF014O3R,EM014O4R,EF014O4R,EE003P1A,EF014P5R,EE000U1A,EM000U2R,EM000U3R,EE014V1A",OTC2R,Second Season Antlered
15,NA,35,NA,NA,35,544,7,Not Reported,Antlered Second Rifle Seasons (No PLO or Either-sex tags included),0,578,8,547,7,7%,556,-0,  843,  550,65%,40.14756246676384,-106.73103073997014,"  539,743","  351,922",15 Antlered Second Rifle Seasons (No PLO or Either-sex tags included),645,989.3,https://webmap.onxmaps.com/hunt/map#9.45/40.1475624667638/-106.73103073997,"EE015O1R,EF015O1R,EE015O1M,EF015O1M,EF015O2R,EF015O3R,EE015O4R,EF015O4R,EE015P1R,EE015P2R,EE015P3R,EE015P4R,EF015P5R,EE000U1A,EM000U2R,EM000U3R,EE015V1A",OTC2R,Second Season Antlered
16,NA,19,NA,NA,19,245,8,Not Reported,Antlered Second Rifle Seasons (No PLO or Either-sex tags included),0,197,10,239,10,9%,227,-1.0000000000000024,  556,  287,52%,40.59127558829043,-106.54270418428226,"  355,632","  183,364",16 Antlered Second Rifle Seasons (No PLO or Either-sex tags included),440.9,855.1,https://webmap.onxmaps.com/hunt/map#9.45/40.5912755882904/-106.542704184282,"EE006O1R,EF006O1R,EE006O1M,EF006O1M,EF006O2R,EF016O3R,EE016O4R,EF016O4R,EE006P1R,EF006P5R,EE000U1A,EF000U1A,EM000U2R,EM000U3R,EE006V1A,EF006V1A,EE006W1R,EF006W1R,EF006W2R,EF006W3R,EF006W4R",OTC2R,Second Season Antlered
17,NA,29,NA,NA,29,206,14,Not Reported,Antlered Second Rifle Seasons (No PLO or Either-sex tags included),0,238,8,230,15,12%,225,-0.5000000000000004,  487,  334,69%,40.46855537653808,-106.31715842380244,"  311,812","  213,812",17 Antlered Second Rifle Seasons (No PLO or Either-sex tags included),422.8,616.6,https://webmap.onxmaps.com/hunt/map#9.45/40.4685553765381/-106.317158423802,"EE006O1R,EF006O1R,EE006O1M,EF006O1M,EF006O2R,EF017O3R,EE017O4R,EF017O4R,EE006P1R,EF006P5R,EE000U1A,EF000U1A,EM000U2R,EM000U3R,EE006V1A,EF006V1A",OTC2R,Second Season Antlered
18,NA,78,NA,NA,78,706,11,Not Reported,Antlered Second Rifle Seasons (No PLO or Either-sex tags included),0,597,20,522,14,15%,608,-1.5000000000000027,"1,109",  716,65%,40.23015999963011,-105.97606297890532,"  709,781","  458,386",18 Antlered Second Rifle Seasons (No PLO or Either-sex tags included),636.6,985.7,https://webmap.onxmaps.com/hunt/map#9.45/40.2301599996301/-105.976062978905,"EF018L1R,EE018O1R,EF018O1R,EE018O1M,EF018O1M,EF018O2R,EF018O3R,EE018O4R,EF018O4R,EE018P1R,EE018P4R,EF018P5R,EE000U1A,EF000U1A,EM000U2R,EM000U3R,EE018V1A,EF018V1A",OTC2R,Second Season Antlered
21,NA,55,NA,NA,55,481,11,Not Reported,Antlered Second Rifle Seasons (No PLO or Either-sex tags included),0,470,16,379,16,14%,443,-2.5000000000000036,"1,509","1,326",88%,39.85774449788705,-108.80289524752595,"  965,610","  848,591",21 Antlered Second Rifle Seasons (No PLO or Either-sex tags included),318.8,362.8,https://webmap.onxmaps.com/hunt/map#9.45/39.857744497887/-108.802895247526,"EF021O1R,EM021O1R,EE021O1M,EF021O1M,EE021O1R,EF021O2R,EF021O3R,EM021O4R,EF021O4R,EE021O4R,EE021P1R,EE021P1A,EE000U1A,EF000U1A,EM000U2R,EM000U3R,EE021V1A,EF021V1A",OTC2R,Second Season Antlered
22,NA,161,NA,NA,161,645,25,Not Reported,Antlered Second Rifle Seasons (No PLO or Either-sex tags included),0,622,14,748,23,21%,672,1.0000000000000002,"1,680","1,289",77%,39.886419868391634,-108.28245258861124,"1,075,014","  825,166",22 Antlered Second Rifle Seasons (No PLO or Either-sex tags included),384,500.3,https://webmap.onxmaps.com/hunt/map#9.45/39.8864198683916/-108.282452588611,"EF022L1R,EF021O1R,EM021O1R,EE021O1M,EF021O1M,EE021O1R,EF021O2R,EF021O3R,EM021O4R,EF021O4R,EE021O4R,EE021P1R,EE021P1A,EF022P5R,EE000U1A,EF000U1A,EM000U2R,EM000U3R,EE021V1A,EF021V1A",OTC2R,Second Season Antlered
23,NA,21,NA,NA,21,321,7,Not Reported,Antlered Second Rifle Seasons (No PLO or Either-sex tags included),0,491,11,548,14,11%,453,-3.500000000000003,  719,  321,45%,39.94640973275925,-107.77863139875213,"  460,447","  205,730",23 Antlered Second Rifle Seasons (No PLO or Either-sex tags included),446.2,998.6,https://webmap.onxmaps.com/hunt/map#9.45/39.9464097327592/-107.778631398752,"EM011O1R,EF011O1R,EE012O1M,EF012O1M,EE012P1M,EE033O1M,EF033O1M,EE012O1A,EE033O1A,EM011O2R,EF012O2R,EM011O3R,EF012O3R,EF011O4R,EM012O4R,EE011P1R,EF012P1M,EE011P1A,EF023P5R,EF011P5R,EM000U2R,EM000U3R,EF023W3R,EE023W1R,EF023W1R,EF023W2R",OTC2R,Second Season Antlered
24,NA,23,NA,NA,23,419,6,Not Reported,Antlered Second Rifle Seasons (No PLO or Either-sex tags included),0,489,5,510,9,7%,473,-1.5000000000000013,  748,  694,93%,39.95887536401253,-107.40232150538192,"  478,687","  443,964",24 Antlered Second Rifle Seasons (No PLO or Either-sex tags included),560.2,604,https://webmap.onxmaps.com/hunt/map#9.45/39.9588753640125/-107.402321505382,"EM011O1R,EF011O1R,EE012O1M,EF012O1M,EE012P1M,EE033O1M,EF033O1M,EE012O1A,EE033O1A,EM011O2R,EF012O2R,EM011O3R,EF012O3R,EF011O4R,EM012O4R,EE011P1R,EF012P1M,EE011P1A,EF023P5R,EF011P5R,EM000U2R,EM000U3R",OTC2R,Second Season Antlered
25,NA,32,NA,NA,32,319,10,Not Reported,Antlered Second Rifle Seasons (No PLO or Either-sex tags included),0,344,9,287,17,12%,317,-3.500000000000002,  394,  329,84%,39.81704167850825,-107.11935665214747,"  252,043","  210,464",25 Antlered Second Rifle Seasons (No PLO or Either-sex tags included),810,970,https://webmap.onxmaps.com/hunt/map#9.45/39.8170416785082/-107.119356652147,"EM011O1R,EF025O1R,EE025O1M,EF025O1M,EF025O2R,EF025O3R,EM025O4R,EF025O4R,EE011P1R,EE011P1A,EF025P5R,EE000U1A,EM000U2R,EM000U3R,EE025V1A,EE025W1R,EF025W1R,EF025W2R",OTC2R,Second Season Antlered
26,NA,23,NA,NA,23,228,10,Not Reported,Antlered Second Rifle Seasons (No PLO or Either-sex tags included),0,216,11,246,17,13%,230,-3.500000000000002,  410,  199,49%,39.98645866485458,-106.939813231828,"  262,167","  127,237",26 Antlered Second Rifle Seasons (No PLO or Either-sex tags included),556.6,1146.8,https://webmap.onxmaps.com/hunt/map#9.45/39.9864586648546/-106.939813231828,"EF026L1R,EM011O1R,EF025O1R,EE025O1M,EF025O1M,EF025O2R,EF025O3R,EF025O4R,EM026O4R,EE011P1R,EE011P1A,EF025P5R,EE000U1A,EM000U2R,EM000U3R,EE025V1A,EE025W1R,EF025W1R,EF025W2R",OTC2R,Second Season Antlered
27,NA,10,NA,NA,10,270,4,Not Reported,Antlered Second Rifle Seasons (No PLO or Either-sex tags included),0,214,11,214,6,7%,233,-1.0000000000000024,  338,  181,53%,40.20010138916104,-106.53017954993072,"  216,492","  115,637",27 Antlered Second Rifle Seasons (No PLO or Either-sex tags included),798.2,1494.3,https://webmap.onxmaps.com/hunt/map#9.45/40.200101389161/-106.530179549931,"EF027L1R,EE027O1R,EF027O1R,EE015O1M,EF015O1M,EF027O2R,EF027O3R,EE027O4R,EF027O4R,EE027P1R,EE027P4R,EF027P5R,EE000U1A,EM000U2R,EM000U3R,EE015V1A",OTC2R,Second Season Antlered
28,NA,20,NA,NA,20,465,4,Not Reported,Antlered Second Rifle Seasons (No PLO or Either-sex tags included),0,522,4,526,7,5%,504,-1.5000000000000004,"1,130",  765,68%,39.9390718102676,-105.96096270574034,"  723,370","  489,343",28 Antlered Second Rifle Seasons (No PLO or Either-sex tags included),411.4,608.2,https://webmap.onxmaps.com/hunt/map#9.45/39.9390718102676/-105.96096270574,"EE028O1R,EF028O1R,EE028O1M,EF028O1M,EF028O2R,EF028O3R,EE028O4R,EF028O4R,EE028P1R,EE028P1A,EE028P4R,EF028P5R,EE000U1A,EM000U2R,EM000U3R,EE028V1A",OTC2R,Second Season Antlered
30,NA,36,NA,NA,36,157,23,Not Reported,Antlered Second Rifle Seasons (No PLO or Either-sex tags included),0,234,14,188,18,18%,193,2.5000000000000004,"1,451","1,073",74%,39.33317031774471,-108.77099754861048,"  928,827","  686,736",30 Antlered Second Rifle Seasons (No PLO or Either-sex tags included),108.2,146.3,https://webmap.onxmaps.com/hunt/map#9.45/39.3331703177447/-108.77099754861,"EF030L1R,EF021O1R,EM021O1R,EE021O1M,EF021O1M,EE021O1R,EF021O2R,EF030O3R,EM021O4R,EF030O4R,EE021O4R,EE021P1R,EE021P1A,EE000U1A,EF000U1A,EM000U2R,EM000U3R,EE021V1A,EF021V1A",OTC2R,Second Season Antlered
31,NA,87,NA,NA,87,294,30,Not Reported,Antlered Second Rifle Seasons (No PLO or Either-sex tags included),0,245,33,224,18,27%,254,5.999999999999998,"1,178",  679,58%,39.43550762747674,-108.40337625907118,"  753,712","  434,248",31 Antlered Second Rifle Seasons (No PLO or Either-sex tags included),249.6,433.3,https://webmap.onxmaps.com/hunt/map#9.45/39.4355076274767/-108.403376259071,"EF031L1R,EF021O1R,EM021O1R,EE021O1M,EF021O1M,EE021O1R,EF021O2R,EF030O3R,EM021O4R,EF030O4R,EE021O4R,EE021P1R,EE021P1A,EF022P5R,EE000U1A,EF000U1A,EM000U2R,EM000U3R,EE021V1A,EF021V1A",OTC2R,Second Season Antlered
32,NA,39,NA,NA,39,146,27,Not Reported,Antlered Second Rifle Seasons (No PLO or Either-sex tags included),0,123,21,133,8,19%,134,9.500000000000002,  507,  199,39%,39.56439704833727,-108.03367958650692,"  324,575","  127,531",32 Antlered Second Rifle Seasons (No PLO or Either-sex tags included),287.9,732.7,https://webmap.onxmaps.com/hunt/map#9.45/39.5643970483373/-108.033679586507,"EF021O1R,EM021O1R,EE021O1M,EF021O1M,EE021O1R,EF021O2R,EF030O3R,EM021O4R,EF030O4R,EE021O4R,EE021P1R,EE021P1A,EF022P5R,EE000U1A,EF000U1A,EM000U2R,EM000U3R,EE021V1A,EF021V1A",OTC2R,Second Season Antlered
33,NA,48,NA,NA,48,422,11,Not Reported,Antlered Second Rifle Seasons (No PLO or Either-sex tags included),0,371,7,373,9,9%,389,0.9999999999999992,  704,  530,75%,39.68867773716108,-107.6402495515074,"  450,288","  339,388",33 Antlered Second Rifle Seasons (No PLO or Either-sex tags included),599.8,795.8,https://webmap.onxmaps.com/hunt/map#9.45/39.6886777371611/-107.640249551507,"EM011O1R,EF011O1R,EE012P1M,EE033O1M,EF033O1M,EE033O1A,EF033O2R,EF033O3R,EM033O4R,EF033O4R,EE011P1R,EF012P1M,EE011P1A,EE033P4R,EF033P5R,EM000U2R,EM000U3R",OTC2R,Second Season Antlered
34,NA,30,NA,NA,30,220,13,Not Reported,Antlered Second Rifle Seasons (No PLO or Either-sex tags included),0,173,9,151,9,10%,181,1.9999999999999987,  326,  300,92%,39.652666661531555,-107.28484773044072,"  208,574","  191,998",34 Antlered Second Rifle Seasons (No PLO or Either-sex tags included),675.1,733.3,https://webmap.onxmaps.com/hunt/map#9.45/39.6526666615316/-107.284847730441,"EM011O1R,EF025O1R,EE025O1M,EF025O1M,EF034O2R,EF034O3R,EM034O4R,EF034O4R,EE011P1R,EE011P1A,EF034P5R,EE000U1A,EM000U2R,EM000U3R,EE025V1A",OTC2R,Second Season Antlered
35,NA,45,NA,NA,45,239,19,Not Reported,Antlered Second Rifle Seasons (No PLO or Either-sex tags included),0,188,7,189,18,15%,205,0.49999999999999795,  454,  318,70%,39.76679410067051,-106.8467406140102,"  290,807","  203,440",35 Antlered Second Rifle Seasons (No PLO or Either-sex tags included),526,751.9,https://webmap.onxmaps.com/hunt/map#9.45/39.7667941006705/-106.84674061401,"EF035L1R,EE035O1R,EF035O1R,EM035O1M,EF035O1M,EF035O2R,EF035O3R,EE035O4R,EF035O4R,EE035P1R,EF035P5R,EE000U1A,EM000U2R,EM000U3R,EE035V1A,EE025W1R,EF025W1R,EF025W2R",OTC2R,Second Season Antlered
36,NA,23,NA,NA,23,229,10,Not Reported,Antlered Second Rifle Seasons (No PLO or Either-sex tags included),0,265,4,209,10,8%,234,-6.280369834735103e-16,  466,  382,82%,39.718194149812135,-106.4709142423834,"  298,111","  244,523",36 Antlered Second Rifle Seasons (No PLO or Either-sex tags included),491.6,599.4,https://webmap.onxmaps.com/hunt/map#9.45/39.7181941498121/-106.470914242383,"EF035L1R,EE035O1R,EF035O1R,EM035O1M,EF035O1M,EF036O2R,EF036O3R,EE036O4R,EF036O4R,EE035P1R,EF036P5R,EE000U1A,EM000U2R,EM000U3R,EE035V1A",OTC2R,Second Season Antlered
37,NA,27,NA,NA,27,257,10,Not Reported,Antlered Second Rifle Seasons (No PLO or Either-sex tags included),0,223,7,245,6,8%,242,2.0000000000000004,  893,  632,71%,39.661674617570846,-106.12577248241035,"  571,360","  404,353",37 Antlered Second Rifle Seasons (No PLO or Either-sex tags included),287.9,406.8,https://webmap.onxmaps.com/hunt/map#9.45/39.6616746175708/-106.12577248241,"EE028O1R,EF028O1R,EE028O1M,EF028O1M,EF028O2R,EF028O3R,EE028O4R,EF028O4R,EE028P1R,EE028P1A,EE028P4R,EF028P5R,EE000U1A,EM000U2R,EM000U3R,EE028V1A",OTC2R,Second Season Antlered
38,NA,7,NA,NA,7,185,4,Not Reported,Antlered Second Rifle Seasons (No PLO or Either-sex tags included),0,136,7,249,11,7%,190,-3.500000000000003,  774,  237,31%,39.82568147662041,-105.36350087351084,"  495,372","  151,588",38 Antlered Second Rifle Seasons (No PLO or Either-sex tags included),239,781.1,https://webmap.onxmaps.com/hunt/map#9.45/39.8256814766204/-105.363500873511,"EF038L1R,EF038L2R,EM038O1R,EF038O1R,EM038O1M,EF038O1M,EF038O2R,EF038O3R,EM038O4R,EF038O4R,EF038P5R,EE000U1A,EF000U1A,EM000U2R,EM000U3R,EE038V1A,EF038V1A",OTC2R,Second Season Antlered
41,NA,36,NA,NA,36,274,13,Not Reported,Antlered Second Rifle Seasons (No PLO or Either-sex tags included),0,249,18,280,13,15%,268,-5.024295867788082e-15,  544,  343,63%,39.0231517885103,-108.2648771776802,"  348,001","  219,504",41 Antlered Second Rifle Seasons (No PLO or Either-sex tags included),503.9,798.9,https://webmap.onxmaps.com/hunt/map#9.45/39.0231517885103/-108.26487717768,"EM041O1R,EF041O1R,EM041O1M,EF041O1M,EE041O1A,EF041O2R,EF041O3R,EM041O4R,EF041O4R,EE041P1R,EE041P1A,EE041P4R,EF041P5R,EM000U2R,EM000U3R",OTC2R,Second Season Antlered
42,NA,61,NA,NA,61,460,13,Not Reported,Antlered Second Rifle Seasons (No PLO or Either-sex tags included),0,598,19,578,14,15%,545,-0.500000000000002,"1,015",  560,55%,39.398838621367666,-107.73962173709054,"  649,551","  358,333",42 Antlered Second Rifle Seasons (No PLO or Either-sex tags included),453.2,821.6,https://webmap.onxmaps.com/hunt/map#9.45/39.3988386213677/-107.739621737091,"EM041O1R,EF041O1R,EM041O1M,EF041O1M,EE041O1A,EF042O2R,EF042O3R,EM041O4R,EF042O4R,EE041P1R,EE041P1A,EE041P4R,EF042P5R,EM000U2R,EM000U3R",OTC2R,Second Season Antlered
43,NA,85,NA,NA,85,451,19,Not Reported,Antlered Second Rifle Seasons (No PLO or Either-sex tags included),0,458,18,585,22,20%,498,-1.5000000000000027,"1,244",  908,73%,39.22614533593483,-107.1376260233469,"  796,327","  581,421",43 Antlered Second Rifle Seasons (No PLO or Either-sex tags included),362.5,496.4,https://webmap.onxmaps.com/hunt/map#9.45/39.2261453359348/-107.137626023347,"EE043O1R,EF043O1R,EM043O1M,EF043O1M,EF043O2R,EF043O3R,EE043O4R,EF043O4R,EE043P1R,EF043P5R,EE000U1A,EF000U1A,EM000U2R,EM000U3R,EE043V1A,EF043V1A",OTC2R,Second Season Antlered
44,NA,55,NA,NA,55,281,20,Not Reported,Antlered Second Rifle Seasons (No PLO or Either-sex tags included),0,305,19,335,24,21%,307,-2.0000000000000004,  635,  500,79%,39.55621270309135,-106.799104307543,"  406,291","  320,001",44 Antlered Second Rifle Seasons (No PLO or Either-sex tags included),442.6,562,https://webmap.onxmaps.com/hunt/map#9.45/39.5562127030913/-106.799104307543,"EM044O1R,EF044O1R,EM044O1M,EF044O1M,EE044O1A,EF044O2R,EF044O3R,EM044O4R,EF044O4R,EM000U2R,EM000U3R",OTC2R,Second Season Antlered
45,NA,46,NA,NA,46,227,20,Not Reported,Antlered Second Rifle Seasons (No PLO or Either-sex tags included),0,251,15,224,11,15%,234,4.5,  565,  503,89%,39.49444716411517,-106.40496589444118,"  361,390","  322,174",45 Antlered Second Rifle Seasons (No PLO or Either-sex tags included),402,450.9,https://webmap.onxmaps.com/hunt/map#9.45/39.4944471641152/-106.404965894441,"EM044O1R,EF044O1R,EM044O1M,EF044O1M,EE044O1A,EF045O2R,EF045O3R,EM045O4R,EF045O4R,EM000U2R,EM000U3R",OTC2R,Second Season Antlered
