Unit,Category,Bucks,Antlerless,Total Harvest,Total Hunters,Percent Success,Total Rec. Days,TH23,PS23,TH22,PS22,threeyearsuccess,threeyearshunters,slope,UnitList,gmu_area_sqmi,public_sqmi,percent_public,latitude,longitude,Acres,Acres Public,harvestunit,Hunters Density Per Sq. Mile,Hunters Density Per Public Sq. Mile,onx,Tags,OTCCat,OTC
4,4th Rifle Seasons,52,8,60,78,77,231,56,56,166,79,71%,100,-1.0000000000000135,4,  816,  372,46%,40.78594452803292,-107.39991596865592,"  522,294","  237,951",4 4th Rifle Seasons,95.6,209.8,https://webmap.onxmaps.com/hunt/map#9.45/40.7859445280329/-107.399915968656,"DE003O1A,DE003P2R,DE003P3R,DE004P4R,DE004W1R,DE004W2R,DE004W3R,DE005W2R,DE214W2R,DE441W1R,DF003O1M,DF003W1R,DF004O2R,DF004O3R,DF004P5A,DF004S4R,DF004W1R,DF004W2R,DF004W3R,DF005W2R,DF214W2R,DF214W4R,DF441W1R,DM003O1M,DM003W1R,DM004O2R,DM004O3R,DM004O4R,DM004P5A",NA,NA
4,All Archery Seasons,0,0,0,100,0,604,98,11,95,17,9%,98,-8.500000000000005,4,  816,  372,46%,40.78594452803292,-107.39991596865592,"  522,294","  237,951",4 All Archery Seasons,122.5,269,https://webmap.onxmaps.com/hunt/map#9.45/40.7859445280329/-107.399915968656,"DE003O1A,DE003P2R,DE003P3R,DE004P4R,DE004W1R,DE004W2R,DE004W3R,DE005W2R,DE214W2R,DE441W1R,DF003O1M,DF003W1R,DF004O2R,DF004O3R,DF004P5A,DF004S4R,DF004W1R,DF004W2R,DF004W3R,DF005W2R,DF214W2R,DF214W4R,DF441W1R,DM003O1M,DM003W1R,DM004O2R,DM004O3R,DM004O4R,DM004P5A",NA,NA
4,Either Sex Muzzleloader,2,1,3,30,11,65,29,7,39,23,14%,33,-6.0000000000000036,4,  816,  372,46%,40.78594452803292,-107.39991596865592,"  522,294","  237,951",4 Either Sex Muzzleloader,36.8,80.7,https://webmap.onxmaps.com/hunt/map#9.45/40.7859445280329/-107.399915968656,"DE003O1A,DE003P2R,DE003P3R,DE004P4R,DE004W1R,DE004W2R,DE004W3R,DE005W2R,DE214W2R,DE441W1R,DF003O1M,DF003W1R,DF004O2R,DF004O3R,DF004P5A,DF004S4R,DF004W1R,DF004W2R,DF004W3R,DF005W2R,DF214W2R,DF214W4R,DF441W1R,DM003O1M,DM003W1R,DM004O2R,DM004O3R,DM004O4R,DM004P5A",NA,NA
4,Antlered Muzzleloader,2,0,2,27,7,Not Reported,29,7,NA,13,9%,28,-3.000000000000001,4,  816,  372,46%,40.78594452803292,-107.39991596865592,"  522,294","  237,951",4 Antlered Muzzleloader,33.1,72.6,https://webmap.onxmaps.com/hunt/map#9.45/40.7859445280329/-107.399915968656,"DE003O1A,DE003P2R,DE003P3R,DE004P4R,DE004W1R,DE004W2R,DE004W3R,DE005W2R,DE214W2R,DE441W1R,DF003O1M,DF003W1R,DF004O2R,DF004O3R,DF004P5A,DF004S4R,DF004W1R,DF004W2R,DF004W3R,DF005W2R,DF214W2R,DF214W4R,DF441W1R,DM003O1M,DM003W1R,DM004O2R,DM004O3R,DM004O4R,DM004P5A",NA,NA
4,All Exurban Seasons,0,0,0,8,0,73,4,29,19,15,15%,10,-7.500000000000008,4,  816,  372,46%,40.78594452803292,-107.39991596865592,"  522,294","  237,951",4 All Exurban Seasons,9.8,21.5,https://webmap.onxmaps.com/hunt/map#9.45/40.7859445280329/-107.399915968656,"DE003O1A,DE003P2R,DE003P3R,DE004P4R,DE004W1R,DE004W2R,DE004W3R,DE005W2R,DE214W2R,DE441W1R,DF003O1M,DF003W1R,DF004O2R,DF004O3R,DF004P5A,DF004S4R,DF004W1R,DF004W2R,DF004W3R,DF005W2R,DF214W2R,DF214W4R,DF441W1R,DM003O1M,DM003W1R,DM004O2R,DM004O3R,DM004O4R,DM004P5A",NA,NA
4,2nd season rifle Antlered (Does not include PLO),49,0,49,88,56,Not Reported,69,47,NA,57,53%,78,-0.5000000000000092,4,  816,  372,46%,40.78594452803292,-107.39991596865592,"  522,294","  237,951",4 2nd season rifle Antlered (Does not include PLO),107.8,236.7,https://webmap.onxmaps.com/hunt/map#9.45/40.7859445280329/-107.399915968656,"DE003O1A,DE003P2R,DE003P3R,DE004P4R,DE004W1R,DE004W2R,DE004W3R,DE005W2R,DE214W2R,DE441W1R,DF003O1M,DF003W1R,DF004O2R,DF004O3R,DF004P5A,DF004S4R,DF004W1R,DF004W2R,DF004W3R,DF005W2R,DF214W2R,DF214W4R,DF441W1R,DM003O1M,DM003W1R,DM004O2R,DM004O3R,DM004O4R,DM004P5A",NA,NA
4,3rd season rifle Antlered (Does not include PLO),46,0,46,72,64,Not Reported,94,64,NA,NA,64%,83,2.0097183471152322e-14,4,  816,  372,46%,40.78594452803292,-107.39991596865592,"  522,294","  237,951",4 3rd season rifle Antlered (Does not include PLO),88.2,193.7,https://webmap.onxmaps.com/hunt/map#9.45/40.7859445280329/-107.399915968656,"DE003O1A,DE003P2R,DE003P3R,DE004P4R,DE004W1R,DE004W2R,DE004W3R,DE005W2R,DE214W2R,DE441W1R,DF003O1M,DF003W1R,DF004O2R,DF004O3R,DF004P5A,DF004S4R,DF004W1R,DF004W2R,DF004W3R,DF005W2R,DF214W2R,DF214W4R,DF441W1R,DM003O1M,DM003W1R,DM004O2R,DM004O3R,DM004O4R,DM004P5A",NA,NA
4,4th season rifle Antlered (Does not include PLO),17,0,17,22,78,Not Reported,17,29,NA,87,65%,20,-4.500000000000003,4,  816,  372,46%,40.78594452803292,-107.39991596865592,"  522,294","  237,951",4 4th season rifle Antlered (Does not include PLO),27,59.2,https://webmap.onxmaps.com/hunt/map#9.45/40.7859445280329/-107.399915968656,"DE003O1A,DE003P2R,DE003P3R,DE004P4R,DE004W1R,DE004W2R,DE004W3R,DE005W2R,DE214W2R,DE441W1R,DF003O1M,DF003W1R,DF004O2R,DF004O3R,DF004P5A,DF004S4R,DF004W1R,DF004W2R,DF004W3R,DF005W2R,DF214W2R,DF214W4R,DF441W1R,DM003O1M,DM003W1R,DM004O2R,DM004O3R,DM004O4R,DM004P5A",NA,NA
4,Antlerless Muzzleloader,0,34,34,3,0,Not Reported,0,0,18,25,8%,7,-12.500000000000005,4,  816,  372,46%,40.78594452803292,-107.39991596865592,"  522,294","  237,951",4 Antlerless Muzzleloader,3.7,8.1,https://webmap.onxmaps.com/hunt/map#9.45/40.7859445280329/-107.399915968656,"DE003O1A,DE003P2R,DE003P3R,DE004P4R,DE004W1R,DE004W2R,DE004W3R,DE005W2R,DE214W2R,DE441W1R,DF003O1M,DF003W1R,DF004O2R,DF004O3R,DF004P5A,DF004S4R,DF004W1R,DF004W2R,DF004W3R,DF005W2R,DF214W2R,DF214W4R,DF441W1R,DM003O1M,DM003W1R,DM004O2R,DM004O3R,DM004O4R,DM004P5A",NA,NA
4,2nd season rifle Antlerless (Does not include PLO),0,144,144,4,50,Not Reported,4,100,243,56,69%,84,-3.000000000000023,4,  816,  372,46%,40.78594452803292,-107.39991596865592,"  522,294","  237,951",4 2nd season rifle Antlerless (Does not include PLO),4.9,10.8,https://webmap.onxmaps.com/hunt/map#9.45/40.7859445280329/-107.399915968656,"DE003O1A,DE003P2R,DE003P3R,DE004P4R,DE004W1R,DE004W2R,DE004W3R,DE005W2R,DE214W2R,DE441W1R,DF003O1M,DF003W1R,DF004O2R,DF004O3R,DF004P5A,DF004S4R,DF004W1R,DF004W2R,DF004W3R,DF005W2R,DF214W2R,DF214W4R,DF441W1R,DM003O1M,DM003W1R,DM004O2R,DM004O3R,DM004O4R,DM004P5A",NA,NA
4,3rd season rifle Antlerless (Does not include PLO),0,136,136,4,50,Not Reported,5,100,NA,NA,75%,4,-50.00000000000001,4,  816,  372,46%,40.78594452803292,-107.39991596865592,"  522,294","  237,951",4 3rd season rifle Antlerless (Does not include PLO),4.9,10.8,https://webmap.onxmaps.com/hunt/map#9.45/40.7859445280329/-107.399915968656,"DE003O1A,DE003P2R,DE003P3R,DE004P4R,DE004W1R,DE004W2R,DE004W3R,DE005W2R,DE214W2R,DE441W1R,DF003O1M,DF003W1R,DF004O2R,DF004O3R,DF004P5A,DF004S4R,DF004W1R,DF004W2R,DF004W3R,DF005W2R,DF214W2R,DF214W4R,DF441W1R,DM003O1M,DM003W1R,DM004O2R,DM004O3R,DM004O4R,DM004P5A",NA,NA
4,4th  season rifle Antlerless (Does not include PLO),0,100,100,8,50,Not Reported,NA,0,37,57,36%,22,-3.4999999999999947,4,  816,  372,46%,40.78594452803292,-107.39991596865592,"  522,294","  237,951",4 4th  season rifle Antlerless (Does not include PLO),9.8,21.5,https://webmap.onxmaps.com/hunt/map#9.45/40.7859445280329/-107.399915968656,"DE003O1A,DE003P2R,DE003P3R,DE004P4R,DE004W1R,DE004W2R,DE004W3R,DE005W2R,DE214W2R,DE441W1R,DF003O1M,DF003W1R,DF004O2R,DF004O3R,DF004P5A,DF004S4R,DF004W1R,DF004W2R,DF004W3R,DF005W2R,DF214W2R,DF214W4R,DF441W1R,DM003O1M,DM003W1R,DM004O2R,DM004O3R,DM004O4R,DM004P5A",NA,NA
5,All manners of take,99,29,129,275,47,1077,213,38,420,58,48%,303,-5.5000000000000115,5,  524,  312,60%,40.9224787729117,-107.0949103659137,"  335,226","  199,914",5 All manners of take,525,880.4,https://webmap.onxmaps.com/hunt/map#9.45/40.9224787729117/-107.094910365914,"DE003O1A,DE003P2R,DE003P3R,DE005P4R,DE005W2R,DF003O1M,DF005O2R,DF005O3R,DF005W1R,DF005W2R,DM003O1M,DM005O2R,DM005O3R,DM005O4R,DM005W1R",NA,NA
5,All Rifle,91,19,110,156,71,448,110,59,284,64,65%,183,3.4999999999999876,5,  524,  312,60%,40.9224787729117,-107.0949103659137,"  335,226","  199,914",5 All Rifle,297.8,499.4,https://webmap.onxmaps.com/hunt/map#9.45/40.9224787729117/-107.094910365914,"DE003O1A,DE003P2R,DE003P3R,DE005P4R,DE005W2R,DF003O1M,DF005O2R,DF005O3R,DF005W1R,DF005W2R,DM003O1M,DM005O2R,DM005O3R,DM005O4R,DM005W1R",NA,NA
5,All Ranching For Wildlife Seasons,32,6,38,60,63,111,24,88,78,76,76%,54,-6.500000000000016,5,  524,  312,60%,40.9224787729117,-107.0949103659137,"  335,226","  199,914",5 All Ranching For Wildlife Seasons,114.5,192.1,https://webmap.onxmaps.com/hunt/map#9.45/40.9224787729117/-107.094910365914,"DE003O1A,DE003P2R,DE003P3R,DE005P4R,DE005W2R,DF003O1M,DF005O2R,DF005O3R,DF005W1R,DF005W2R,DM003O1M,DM005O2R,DM005O3R,DM005O4R,DM005W1R",NA,NA
5,2nd Rifle Seasons,37,3,40,58,69,195,42,41,138,57,56%,79,6.000000000000004,5,  524,  312,60%,40.9224787729117,-107.0949103659137,"  335,226","  199,914",5 2nd Rifle Seasons,110.7,185.7,https://webmap.onxmaps.com/hunt/map#9.45/40.9224787729117/-107.094910365914,"DE003O1A,DE003P2R,DE003P3R,DE005P4R,DE005W2R,DF003O1M,DF005O2R,DF005O3R,DF005W1R,DF005W2R,DM003O1M,DM005O2R,DM005O3R,DM005O4R,DM005W1R",NA,NA
5,3rd Rifle Seasons,14,10,24,24,100,92,25,57,56,69,75%,35,15.499999999999996,5,  524,  312,60%,40.9224787729117,-107.0949103659137,"  335,226","  199,914",5 3rd Rifle Seasons,45.8,76.8,https://webmap.onxmaps.com/hunt/map#9.45/40.9224787729117/-107.094910365914,"DE003O1A,DE003P2R,DE003P3R,DE005P4R,DE005W2R,DF003O1M,DF005O2R,DF005O3R,DF005W1R,DF005W2R,DM003O1M,DM005O2R,DM005O3R,DM005O4R,DM005W1R",NA,NA
5,4th Rifle Seasons,9,0,9,14,62,50,20,63,12,38,54%,15,11.999999999999986,5,  524,  312,60%,40.9224787729117,-107.0949103659137,"  335,226","  199,914",5 4th Rifle Seasons,26.7,44.8,https://webmap.onxmaps.com/hunt/map#9.45/40.9224787729117/-107.094910365914,"DE003O1A,DE003P2R,DE003P3R,DE005P4R,DE005W2R,DF003O1M,DF005O2R,DF005O3R,DF005W1R,DF005W2R,DM003O1M,DM005O2R,DM005O3R,DM005O4R,DM005W1R",NA,NA
5,All Archery Seasons,7,10,16,104,16,572,89,13,101,48,26%,98,-16.000000000000004,5,  524,  312,60%,40.9224787729117,-107.0949103659137,"  335,226","  199,914",5 All Archery Seasons,198.6,332.9,https://webmap.onxmaps.com/hunt/map#9.45/40.9224787729117/-107.094910365914,"DE003O1A,DE003P2R,DE003P3R,DE005P4R,DE005W2R,DF003O1M,DF005O2R,DF005O3R,DF005W1R,DF005W2R,DM003O1M,DM005O2R,DM005O3R,DM005O4R,DM005W1R",NA,NA
5,Either Sex Muzzleloader,2,0,2,15,12,57,14,31,35,32,25%,21,-10.000000000000009,5,  524,  312,60%,40.9224787729117,-107.0949103659137,"  335,226","  199,914",5 Either Sex Muzzleloader,28.6,48,https://webmap.onxmaps.com/hunt/map#9.45/40.9224787729117/-107.094910365914,"DE003O1A,DE003P2R,DE003P3R,DE005P4R,DE005W2R,DF003O1M,DF005O2R,DF005O3R,DF005W1R,DF005W2R,DM003O1M,DM005O2R,DM005O3R,DM005O4R,DM005W1R",NA,NA
5,Antlered Muzzleloader,2,0,2,13,13,Not Reported,14,31,NA,28,24%,14,-7.500000000000006,5,  524,  312,60%,40.9224787729117,-107.0949103659137,"  335,226","  199,914",5 Antlered Muzzleloader,24.8,41.6,https://webmap.onxmaps.com/hunt/map#9.45/40.9224787729117/-107.094910365914,"DE003O1A,DE003P2R,DE003P3R,DE005P4R,DE005W2R,DF003O1M,DF005O2R,DF005O3R,DF005W1R,DF005W2R,DM003O1M,DM005O2R,DM005O3R,DM005O4R,DM005W1R",NA,NA
5,2nd season rifle Antlered (Does not include PLO),17,0,17,24,73,Not Reported,23,44,NA,66,61%,24,3.4999999999999947,5,  524,  312,60%,40.9224787729117,-107.0949103659137,"  335,226","  199,914",5 2nd season rifle Antlered (Does not include PLO),45.8,76.8,https://webmap.onxmaps.com/hunt/map#9.45/40.9224787729117/-107.094910365914,"DE003O1A,DE003P2R,DE003P3R,DE005P4R,DE005W2R,DF003O1M,DF005O2R,DF005O3R,DF005W1R,DF005W2R,DM003O1M,DM005O2R,DM005O3R,DM005O4R,DM005W1R",NA,NA
5,3rd season rifle Antlered (Does not include PLO),6,0,6,6,100,Not Reported,10,100,NA,NA,100%,8,0,5,  524,  312,60%,40.9224787729117,-107.0949103659137,"  335,226","  199,914",5 3rd season rifle Antlered (Does not include PLO),11.5,19.2,https://webmap.onxmaps.com/hunt/map#9.45/40.9224787729117/-107.094910365914,"DE003O1A,DE003P2R,DE003P3R,DE005P4R,DE005W2R,DF003O1M,DF005O2R,DF005O3R,DF005W1R,DF005W2R,DM003O1M,DM005O2R,DM005O3R,DM005O4R,DM005W1R",NA,NA
5,4th season rifle Antlered (Does not include PLO),6,0,6,6,100,Not Reported,NA,NA,NA,75,88%,6,12.500000000000009,5,  524,  312,60%,40.9224787729117,-107.0949103659137,"  335,226","  199,914",5 4th season rifle Antlered (Does not include PLO),11.5,19.2,https://webmap.onxmaps.com/hunt/map#9.45/40.9224787729117/-107.094910365914,"DE003O1A,DE003P2R,DE003P3R,DE005P4R,DE005W2R,DF003O1M,DF005O2R,DF005O3R,DF005W1R,DF005W2R,DM003O1M,DM005O2R,DM005O3R,DM005O4R,DM005W1R",NA,NA
5,Antlerless Muzzleloader,0,26,26,1,0,Not Reported,0,0,16,35,12%,6,-17.500000000000007,5,  524,  312,60%,40.9224787729117,-107.0949103659137,"  335,226","  199,914",5 Antlerless Muzzleloader,1.9,3.2,https://webmap.onxmaps.com/hunt/map#9.45/40.9224787729117/-107.094910365914,"DE003O1A,DE003P2R,DE003P3R,DE005P4R,DE005W2R,DF003O1M,DF005O2R,DF005O3R,DF005W1R,DF005W2R,DM003O1M,DM005O2R,DM005O3R,DM005O4R,DM005W1R",NA,NA
5,2nd season rifle Antlerless (Does not include PLO),0,97,97,3,100,Not Reported,8,62,71,41,68%,27,29.499999999999993,5,  524,  312,60%,40.9224787729117,-107.0949103659137,"  335,226","  199,914",5 2nd season rifle Antlerless (Does not include PLO),5.7,9.6,https://webmap.onxmaps.com/hunt/map#9.45/40.9224787729117/-107.094910365914,"DE003O1A,DE003P2R,DE003P3R,DE005P4R,DE005W2R,DF003O1M,DF005O2R,DF005O3R,DF005W1R,DF005W2R,DM003O1M,DM005O2R,DM005O3R,DM005O4R,DM005W1R",NA,NA
5,3rd season rifle Antlerless (Does not include PLO),0,106,106,10,100,Not Reported,15,28,NA,NA,64%,12,72.00000000000003,5,  524,  312,60%,40.9224787729117,-107.0949103659137,"  335,226","  199,914",5 3rd season rifle Antlerless (Does not include PLO),19.1,32,https://webmap.onxmaps.com/hunt/map#9.45/40.9224787729117/-107.094910365914,"DE003O1A,DE003P2R,DE003P3R,DE005P4R,DE005W2R,DF003O1M,DF005O2R,DF005O3R,DF005W1R,DF005W2R,DM003O1M,DM005O2R,DM005O3R,DM005O4R,DM005W1R",NA,NA
5,4th  season rifle Antlerless (Does not include PLO),0,106,106,0,0,Not Reported,NA,NA,0,0,0%,0,0,5,  524,  312,60%,40.9224787729117,-107.0949103659137,"  335,226","  199,914",5 4th  season rifle Antlerless (Does not include PLO),0,0,https://webmap.onxmaps.com/hunt/map#9.45/40.9224787729117/-107.094910365914,"DE003O1A,DE003P2R,DE003P3R,DE005P4R,DE005W2R,DF003O1M,DF005O2R,DF005O3R,DF005W1R,DF005W2R,DM003O1M,DM005O2R,DM005O3R,DM005O4R,DM005W1R",NA,NA
6,All manners of take,106,2,108,215,50,1049,239,41,226,53,48%,227,-1.5000000000000027,6,  618,  425,69%,40.75795403659599,-106.13816698901816,"  395,314","  272,014",6 All manners of take,348.1,505.9,https://webmap.onxmaps.com/hunt/map#9.45/40.757954036596/-106.138166989018,"DE006O1A,DF006E1R,DF006O1M,DF006P5R,DM006E1R,DM006E2R,DM006O1M,DM006O1R,DM006O2R,DM006O3R,DM006O4R,DM006W1R",NA,NA
6,All Rifle,97,2,98,148,66,634,148,53,137,75,65%,144,-4.500000000000003,6,  618,  425,69%,40.75795403659599,-106.13816698901816,"  395,314","  272,014",6 All Rifle,239.6,348.2,https://webmap.onxmaps.com/hunt/map#9.45/40.757954036596/-106.138166989018,"DE006O1A,DF006E1R,DF006O1M,DF006P5R,DM006E1R,DM006E2R,DM006O1M,DM006O1R,DM006O2R,DM006O3R,DM006O4R,DM006W1R",NA,NA
6,All High Country Rifle Seasons,29,0,29,50,57,219,53,28,52,55,47%,52,0.9999999999999934,6,  618,  425,69%,40.75795403659599,-106.13816698901816,"  395,314","  272,014",6 All High Country Rifle Seasons,80.9,117.6,https://webmap.onxmaps.com/hunt/map#9.45/40.757954036596/-106.138166989018,"DE006O1A,DF006E1R,DF006O1M,DF006P5R,DM006E1R,DM006E2R,DM006O1M,DM006O1R,DM006O2R,DM006O3R,DM006O4R,DM006W1R",NA,NA
6,All Ranching For Wildlife Seasons,3,0,3,4,75,10,4,25,4,100,67%,4,-12.500000000000005,6,  618,  425,69%,40.75795403659599,-106.13816698901816,"  395,314","  272,014",6 All Ranching For Wildlife Seasons,6.5,9.4,https://webmap.onxmaps.com/hunt/map#9.45/40.757954036596/-106.138166989018,"DE006O1A,DF006E1R,DF006O1M,DF006P5R,DM006E1R,DM006E2R,DM006O1M,DM006O1R,DM006O2R,DM006O3R,DM006O4R,DM006W1R",NA,NA
6,Early and Late Seasons (Includes PLOs),0,2,2,8,21,19,12,45,9,0,22%,10,10.499999999999993,6,  618,  425,69%,40.75795403659599,-106.13816698901816,"  395,314","  272,014",6 Early and Late Seasons (Includes PLOs),13,18.8,https://webmap.onxmaps.com/hunt/map#9.45/40.757954036596/-106.138166989018,"DE006O1A,DF006E1R,DF006O1M,DF006P5R,DM006E1R,DM006E2R,DM006O1M,DM006O1R,DM006O2R,DM006O3R,DM006O4R,DM006W1R",NA,NA
6,2nd Rifle Seasons,64,0,64,90,72,424,86,42,79,75,63%,85,-1.5000000000000078,6,  618,  425,69%,40.75795403659599,-106.13816698901816,"  395,314","  272,014",6 2nd Rifle Seasons,145.7,211.8,https://webmap.onxmaps.com/hunt/map#9.45/40.757954036596/-106.138166989018,"DE006O1A,DF006E1R,DF006O1M,DF006P5R,DM006E1R,DM006E2R,DM006O1M,DM006O1R,DM006O2R,DM006O3R,DM006O4R,DM006W1R",NA,NA
6,3rd Rifle Seasons,20,0,20,28,71,116,29,69,28,100,80%,28,-14.500000000000023,6,  618,  425,69%,40.75795403659599,-106.13816698901816,"  395,314","  272,014",6 3rd Rifle Seasons,45.3,65.9,https://webmap.onxmaps.com/hunt/map#9.45/40.757954036596/-106.138166989018,"DE006O1A,DF006E1R,DF006O1M,DF006P5R,DM006E1R,DM006E2R,DM006O1M,DM006O1R,DM006O2R,DM006O3R,DM006O4R,DM006W1R",NA,NA
6,4th Rifle Seasons,10,0,10,19,51,65,17,100,17,68,73%,18,-8.50000000000003,6,  618,  425,69%,40.75795403659599,-106.13816698901816,"  395,314","  272,014",6 4th Rifle Seasons,30.8,44.7,https://webmap.onxmaps.com/hunt/map#9.45/40.757954036596/-106.138166989018,"DE006O1A,DF006E1R,DF006O1M,DF006P5R,DM006E1R,DM006E2R,DM006O1M,DM006O1R,DM006O2R,DM006O3R,DM006O4R,DM006W1R",NA,NA
6,All Archery Seasons,0,0,0,32,0,212,57,5,57,6,4%,49,-3.000000000000002,6,  618,  425,69%,40.75795403659599,-106.13816698901816,"  395,314","  272,014",6 All Archery Seasons,51.8,75.3,https://webmap.onxmaps.com/hunt/map#9.45/40.757954036596/-106.138166989018,"DE006O1A,DF006E1R,DF006O1M,DF006P5R,DM006E1R,DM006E2R,DM006O1M,DM006O1R,DM006O2R,DM006O3R,DM006O4R,DM006W1R",NA,NA
6,Either Sex Muzzleloader,9,0,9,35,27,204,34,45,31,40,37%,33,-6.5000000000000115,6,  618,  425,69%,40.75795403659599,-106.13816698901816,"  395,314","  272,014",6 Either Sex Muzzleloader,56.7,82.3,https://webmap.onxmaps.com/hunt/map#9.45/40.757954036596/-106.138166989018,"DE006O1A,DF006E1R,DF006O1M,DF006P5R,DM006E1R,DM006E2R,DM006O1M,DM006O1R,DM006O2R,DM006O3R,DM006O4R,DM006W1R",NA,NA
6,Antlered Muzzleloader,9,0,9,35,27,Not Reported,34,45,NA,40,37%,34,-6.5000000000000115,6,  618,  425,69%,40.75795403659599,-106.13816698901816,"  395,314","  272,014",6 Antlered Muzzleloader,56.7,82.3,https://webmap.onxmaps.com/hunt/map#9.45/40.757954036596/-106.138166989018,"DE006O1A,DF006E1R,DF006O1M,DF006P5R,DM006E1R,DM006E2R,DM006O1M,DM006O1R,DM006O2R,DM006O3R,DM006O4R,DM006W1R",NA,NA
6,All Whitetail Only Seasons,0,2,2,3,50,13,4,33,NA,NA,42%,4,17.000000000000007,6,  618,  425,69%,40.75795403659599,-106.13816698901816,"  395,314","  272,014",6 All Whitetail Only Seasons,4.9,7.1,https://webmap.onxmaps.com/hunt/map#9.45/40.757954036596/-106.138166989018,"DE006O1A,DF006E1R,DF006O1M,DF006P5R,DM006E1R,DM006E2R,DM006O1M,DM006O1R,DM006O2R,DM006O3R,DM006O4R,DM006W1R",NA,NA
6,All Whitetail Only Rifle Seasons,0,2,2,3,50,13,4,33,NA,NA,42%,4,17.000000000000007,6,  618,  425,69%,40.75795403659599,-106.13816698901816,"  395,314","  272,014",6 All Whitetail Only Rifle Seasons,4.9,7.1,https://webmap.onxmaps.com/hunt/map#9.45/40.757954036596/-106.138166989018,"DE006O1A,DF006E1R,DF006O1M,DF006P5R,DM006E1R,DM006E2R,DM006O1M,DM006O1R,DM006O2R,DM006O3R,DM006O4R,DM006W1R",NA,NA
6,2nd season rifle Antlered (Does not include PLO),64,0,64,90,72,Not Reported,86,42,NA,76,63%,88,-2.0000000000000044,6,  618,  425,69%,40.75795403659599,-106.13816698901816,"  395,314","  272,014",6 2nd season rifle Antlered (Does not include PLO),145.7,211.8,https://webmap.onxmaps.com/hunt/map#9.45/40.757954036596/-106.138166989018,"DE006O1A,DF006E1R,DF006O1M,DF006P5R,DM006E1R,DM006E2R,DM006O1M,DM006O1R,DM006O2R,DM006O3R,DM006O4R,DM006W1R",NA,NA
6,3rd season rifle Antlered (Does not include PLO),20,0,20,28,71,Not Reported,29,69,NA,NA,70%,28,2.0000000000000164,6,  618,  425,69%,40.75795403659599,-106.13816698901816,"  395,314","  272,014",6 3rd season rifle Antlered (Does not include PLO),45.3,65.9,https://webmap.onxmaps.com/hunt/map#9.45/40.757954036596/-106.138166989018,"DE006O1A,DF006E1R,DF006O1M,DF006P5R,DM006E1R,DM006E2R,DM006O1M,DM006O1R,DM006O2R,DM006O3R,DM006O4R,DM006W1R",NA,NA
6,4th season rifle Antlered (Does not include PLO),10,0,10,19,51,Not Reported,13,20,NA,71,47%,16,-10.000000000000009,6,  618,  425,69%,40.75795403659599,-106.13816698901816,"  395,314","  272,014",6 4th season rifle Antlered (Does not include PLO),30.8,44.7,https://webmap.onxmaps.com/hunt/map#9.45/40.757954036596/-106.138166989018,"DE006O1A,DF006E1R,DF006O1M,DF006P5R,DM006E1R,DM006E2R,DM006O1M,DM006O1R,DM006O2R,DM006O3R,DM006O4R,DM006W1R",NA,NA
6,Antlerless Muzzleloader,0,62,62,0,0,Not Reported,0,0,0,0,0%,0,-0,6,  618,  425,69%,40.75795403659599,-106.13816698901816,"  395,314","  272,014",6 Antlerless Muzzleloader,0,0,https://webmap.onxmaps.com/hunt/map#9.45/40.757954036596/-106.138166989018,"DE006O1A,DF006E1R,DF006O1M,DF006P5R,DM006E1R,DM006E2R,DM006O1M,DM006O1R,DM006O2R,DM006O3R,DM006O4R,DM006W1R",NA,NA
6,2nd season rifle Antlerless (Does not include PLO),0,162,162,0,0,Not Reported,0,0,0,0,0%,0,-0,6,  618,  425,69%,40.75795403659599,-106.13816698901816,"  395,314","  272,014",6 2nd season rifle Antlerless (Does not include PLO),0,0,https://webmap.onxmaps.com/hunt/map#9.45/40.757954036596/-106.138166989018,"DE006O1A,DF006E1R,DF006O1M,DF006P5R,DM006E1R,DM006E2R,DM006O1M,DM006O1R,DM006O2R,DM006O3R,DM006O4R,DM006W1R",NA,NA
6,3rd season rifle Antlerless (Does not include PLO),0,99,99,0,0,Not Reported,0,0,NA,NA,0%,0,0,6,  618,  425,69%,40.75795403659599,-106.13816698901816,"  395,314","  272,014",6 3rd season rifle Antlerless (Does not include PLO),0,0,https://webmap.onxmaps.com/hunt/map#9.45/40.757954036596/-106.138166989018,"DE006O1A,DF006E1R,DF006O1M,DF006P5R,DM006E1R,DM006E2R,DM006O1M,DM006O1R,DM006O2R,DM006O3R,DM006O4R,DM006W1R",NA,NA
6,4th  season rifle Antlerless (Does not include PLO),0,70,70,0,0,Not Reported,NA,67,0,0,22%,0,-1.5072887603364246e-14,6,  618,  425,69%,40.75795403659599,-106.13816698901816,"  395,314","  272,014",6 4th  season rifle Antlerless (Does not include PLO),0,0,https://webmap.onxmaps.com/hunt/map#9.45/40.757954036596/-106.138166989018,"DE006O1A,DF006E1R,DF006O1M,DF006P5R,DM006E1R,DM006E2R,DM006O1M,DM006O1R,DM006O2R,DM006O3R,DM006O4R,DM006W1R",NA,NA
7,All manners of take,62,55,117,1006,12,4355,1070,15,1162,8,12%,1079,1.9999999999999987,7,  425,  372,87%,40.81506446568107,-105.99136984657552,"  272,221","  237,961",7 All manners of take,2365.1,2705.7,https://webmap.onxmaps.com/hunt/map#9.45/40.8150644656811/-105.991369846576,"DE007O1A,DF007O1M,DM006E1R,DM007O1M",NA,NA
