Unit,Category,Bucks,Antlerless,Total Harvest,Total Hunters,Percent Success,Total Rec. Days,TH23,PS23,TH22,PS22,threeyearsuccess,threeyearshunters,UnitList,gmu_area_sqmi,public_sqmi,percent_public,latitude,longitude,Acres,Acres Public,harvestunit,Hunters Density Per Sq. Mile,Hunters Density Per Public Sq. Mile,onx,Tags,OTC
106,All Rifle,59,24,82,157,53,512,97,63,152,52,56%,135,106,"1,008",    0,0%,39.56098034023488,-103.8189244039493,"  645,161",        0,106 All Rifle,155.7,NA,https://webmap.onxmaps.com/hunt/map#9.45/39.5609803402349/-103.818924403949,"DE104O1A,DE104O3A,DE104O3M,DE105L2R,DE105O2R,DF104O2M,DF104O3M,DF105L1R,DF105L2R,DF105O1R,DF105O2R,DM104O2M,DM105L1R,DM105O1R",NA
106,All Plains Rifle Seasons (Includes PLOs),55,19,73,133,55,413,83,70,146,53,59%,121,106,"1,008",    0,0%,39.56098034023488,-103.8189244039493,"  645,161",        0,106 All Plains Rifle Seasons (Includes PLOs),131.9,NA,https://webmap.onxmaps.com/hunt/map#9.45/39.5609803402349/-103.818924403949,"DE104O1A,DE104O3A,DE104O3M,DE105L2R,DE105O2R,DF104O2M,DF104O3M,DF105L1R,DF105L2R,DF105O1R,DF105O2R,DM104O2M,DM105L1R,DM105O1R",NA
106,All Plains Repeat,55,157,14,NA,27,50,NA,15,16,34,25%,16,106,"1,008",    0,0%,39.56098034023488,-103.8189244039493,"  645,161",        0,106 All Plains Repeat,NA,NA,https://webmap.onxmaps.com/hunt/map#9.45/39.5609803402349/-103.818924403949,"DE104O1A,DE104O3A,DE104O3M,DE105L2R,DE105O2R,DF104O2M,DF104O3M,DF105L1R,DF105L2R,DF105O1R,DF105O2R,DM104O2M,DM105L1R,DM105O1R",NA
106,Early and Late Seasons (Includes PLOs),15,24,39,64,61,209,38,76,39,55,64%,47,106,"1,008",    0,0%,39.56098034023488,-103.8189244039493,"  645,161",        0,106 Early and Late Seasons (Includes PLOs),63.5,NA,https://webmap.onxmaps.com/hunt/map#9.45/39.5609803402349/-103.818924403949,"DE104O1A,DE104O3A,DE104O3M,DE105L2R,DE105O2R,DF104O2M,DF104O3M,DF105L1R,DF105L2R,DF105O1R,DF105O2R,DM104O2M,DM105L1R,DM105O1R",NA
106,All Archery Seasons,0,0,0,10,0,39,27,0,19,19,6%,19,106,"1,008",    0,0%,39.56098034023488,-103.8189244039493,"  645,161",        0,106 All Archery Seasons,9.9,NA,https://webmap.onxmaps.com/hunt/map#9.45/39.5609803402349/-103.818924403949,"DE104O1A,DE104O3A,DE104O3M,DE105L2R,DE105O2R,DF104O2M,DF104O3M,DF105L1R,DF105L2R,DF105O1R,DF105O2R,DM104O2M,DM105L1R,DM105O1R",NA
106,Either Sex Muzzleloader,0,0,0,4,0,11,11,100,2,100,67%,6,106,"1,008",    0,0%,39.56098034023488,-103.8189244039493,"  645,161",        0,106 Either Sex Muzzleloader,4,NA,https://webmap.onxmaps.com/hunt/map#9.45/39.5609803402349/-103.818924403949,"DE104O1A,DE104O3A,DE104O3M,DE105L2R,DE105O2R,DF104O2M,DF104O3M,DF105L1R,DF105L2R,DF105O1R,DF105O2R,DM104O2M,DM105L1R,DM105O1R",NA
106,Antlered Muzzleloader,0,0,0,4,0,Not Reported,NA,100,NA,NA,50%,4,106,"1,008",    0,0%,39.56098034023488,-103.8189244039493,"  645,161",        0,106 Antlered Muzzleloader,4,NA,https://webmap.onxmaps.com/hunt/map#9.45/39.5609803402349/-103.818924403949,"DE104O1A,DE104O3A,DE104O3M,DE105L2R,DE105O2R,DF104O2M,DF104O3M,DF105L1R,DF105L2R,DF105O1R,DF105O2R,DM104O2M,DM105L1R,DM105O1R",NA
106,All Whitetail Only Seasons,4,5,9,30,30,121,14,22,0,0,17%,15,106,"1,008",    0,0%,39.56098034023488,-103.8189244039493,"  645,161",        0,106 All Whitetail Only Seasons,29.8,NA,https://webmap.onxmaps.com/hunt/map#9.45/39.5609803402349/-103.818924403949,"DE104O1A,DE104O3A,DE104O3M,DE105L2R,DE105O2R,DF104O2M,DF104O3M,DF105L1R,DF105L2R,DF105O1R,DF105O2R,DM104O2M,DM105L1R,DM105O1R",NA
106,All Whitetail Only Archery Seasons,0,0,0,6,0,22,NA,NA,6,38,19%,6,106,"1,008",    0,0%,39.56098034023488,-103.8189244039493,"  645,161",        0,106 All Whitetail Only Archery Seasons,6,NA,https://webmap.onxmaps.com/hunt/map#9.45/39.5609803402349/-103.818924403949,"DE104O1A,DE104O3A,DE104O3M,DE105L2R,DE105O2R,DF104O2M,DF104O3M,DF105L1R,DF105L2R,DF105O1R,DF105O2R,DM104O2M,DM105L1R,DM105O1R",NA
106,All Whitetail Only Rifle Seasons,4,5,9,24,37,99,14,22,NA,NA,30%,19,106,"1,008",    0,0%,39.56098034023488,-103.8189244039493,"  645,161",        0,106 All Whitetail Only Rifle Seasons,23.8,NA,https://webmap.onxmaps.com/hunt/map#9.45/39.5609803402349/-103.818924403949,"DE104O1A,DE104O3A,DE104O3M,DE105L2R,DE105O2R,DF104O2M,DF104O3M,DF105L1R,DF105L2R,DF105O1R,DF105O2R,DM104O2M,DM105L1R,DM105O1R",NA
106,Antlerless Muzzleloader,0,4,4,0,0,Not Reported,0,0,NA,NA,0%,0,106,"1,008",    0,0%,39.56098034023488,-103.8189244039493,"  645,161",        0,106 Antlerless Muzzleloader,0,NA,https://webmap.onxmaps.com/hunt/map#9.45/39.5609803402349/-103.818924403949,"DE104O1A,DE104O3A,DE104O3M,DE105L2R,DE105O2R,DF104O2M,DF104O3M,DF105L1R,DF105L2R,DF105O1R,DF105O2R,DM104O2M,DM105L1R,DM105O1R",NA
107,All manners of take,103,58,161,379,43,1111,387,44,380,40,42%,382,107,"2,087",    2,0%,39.49649089220772,-103.2625069013074,"1,335,793","    1,090",107 All manners of take,181.6,222618,https://webmap.onxmaps.com/hunt/map#9.45/39.4964908922077/-103.262506901307,"DE107L2R,DE107O1A,DE107O2R,DE107O3A,DE107O3M,DF107L1R,DF107L2R,DF107O1R,DF107O2M,DF107O2R,DF107O3A,DF107O3M,DM107L1R,DM107O1R,DM107O2M",NA
107,All Rifle,99,56,155,346,45,952,351,46,354,40,44%,350,107,"2,087",    2,0%,39.49649089220772,-103.2625069013074,"1,335,793","    1,090",107 All Rifle,165.8,203234.4,https://webmap.onxmaps.com/hunt/map#9.45/39.4964908922077/-103.262506901307,"DE107L2R,DE107O1A,DE107O2R,DE107O3A,DE107O3M,DF107L1R,DF107L2R,DF107O1R,DF107O2M,DF107O2R,DF107O3A,DF107O3M,DM107L1R,DM107O1R,DM107O2M",NA
107,All Plains Rifle Seasons (Includes PLOs),82,42,124,221,56,630,217,64,232,50,57%,223,107,"2,087",    2,0%,39.49649089220772,-103.2625069013074,"1,335,793","    1,090",107 All Plains Rifle Seasons (Includes PLOs),105.9,129811.6,https://webmap.onxmaps.com/hunt/map#9.45/39.4964908922077/-103.262506901307,"DE107L2R,DE107O1A,DE107O2R,DE107O3A,DE107O3M,DF107L1R,DF107L2R,DF107O1R,DF107O2M,DF107O2R,DF107O3A,DF107O3M,DM107L1R,DM107O1R,DM107O2M",NA
107,All Plains Repeat,82,203,39,NA,74,53,NA,80,32,71,75%,32,107,"2,087",    2,0%,39.49649089220772,-103.2625069013074,"1,335,793","    1,090",107 All Plains Repeat,NA,NA,https://webmap.onxmaps.com/hunt/map#9.45/39.4964908922077/-103.262506901307,"DE107L2R,DE107O1A,DE107O2R,DE107O3A,DE107O3M,DF107L1R,DF107L2R,DF107O1R,DF107O2M,DF107O2R,DF107O3A,DF107O3M,DM107L1R,DM107O1R,DM107O2M",NA
107,Early and Late Seasons (Includes PLOs),53,33,86,172,50,436,134,47,165,41,46%,157,107,"2,087",    2,0%,39.49649089220772,-103.2625069013074,"1,335,793","    1,090",107 Early and Late Seasons (Includes PLOs),82.4,101029.8,https://webmap.onxmaps.com/hunt/map#9.45/39.4964908922077/-103.262506901307,"DE107L2R,DE107O1A,DE107O2R,DE107O3A,DE107O3M,DF107L1R,DF107L2R,DF107O1R,DF107O2M,DF107O2R,DF107O3A,DF107O3M,DM107L1R,DM107O1R,DM107O2M",NA
107,All Archery Seasons,4,2,6,24,27,124,24,16,18,33,25%,22,107,"2,087",    2,0%,39.49649089220772,-103.2625069013074,"1,335,793","    1,090",107 All Archery Seasons,11.5,14097.2,https://webmap.onxmaps.com/hunt/map#9.45/39.4964908922077/-103.262506901307,"DE107L2R,DE107O1A,DE107O2R,DE107O3A,DE107O3M,DF107L1R,DF107L2R,DF107O1R,DF107O2M,DF107O2R,DF107O3A,DF107O3M,DM107L1R,DM107O1R,DM107O2M",NA
107,Either Sex Muzzleloader,0,0,0,9,0,36,12,39,8,25,21%,10,107,"2,087",    2,0%,39.49649089220772,-103.2625069013074,"1,335,793","    1,090",107 Either Sex Muzzleloader,4.3,5286.4,https://webmap.onxmaps.com/hunt/map#9.45/39.4964908922077/-103.262506901307,"DE107L2R,DE107O1A,DE107O2R,DE107O3A,DE107O3M,DF107L1R,DF107L2R,DF107O1R,DF107O2M,DF107O2R,DF107O3A,DF107O3M,DM107L1R,DM107O1R,DM107O2M",NA
107,Antlered Muzzleloader,0,0,0,7,0,Not Reported,NA,39,NA,NA,20%,7,107,"2,087",    2,0%,39.49649089220772,-103.2625069013074,"1,335,793","    1,090",107 Antlered Muzzleloader,3.4,4111.7,https://webmap.onxmaps.com/hunt/map#9.45/39.4964908922077/-103.262506901307,"DE107L2R,DE107O1A,DE107O2R,DE107O3A,DE107O3M,DF107L1R,DF107L2R,DF107O1R,DF107O2M,DF107O2R,DF107O3A,DF107O3M,DM107L1R,DM107O1R,DM107O2M",NA
107,All Whitetail Only Seasons,14,13,28,126,22,342,128,19,0,0,14%,85,107,"2,087",    2,0%,39.49649089220772,-103.2625069013074,"1,335,793","    1,090",107 All Whitetail Only Seasons,60.4,74010.2,https://webmap.onxmaps.com/hunt/map#9.45/39.4964908922077/-103.262506901307,"DE107L2R,DE107O1A,DE107O2R,DE107O3A,DE107O3M,DF107L1R,DF107L2R,DF107O1R,DF107O2M,DF107O2R,DF107O3A,DF107O3M,DM107L1R,DM107O1R,DM107O2M",NA
107,All Whitetail Only Archery Seasons,0,0,0,6,0,30,5,33,122,22,18%,44,107,"2,087",    2,0%,39.49649089220772,-103.2625069013074,"1,335,793","    1,090",107 All Whitetail Only Archery Seasons,2.9,3524.3,https://webmap.onxmaps.com/hunt/map#9.45/39.4964908922077/-103.262506901307,"DE107L2R,DE107O1A,DE107O2R,DE107O3A,DE107O3M,DF107L1R,DF107L2R,DF107O1R,DF107O2M,DF107O2R,DF107O3A,DF107O3M,DM107L1R,DM107O1R,DM107O2M",NA
107,All Whitetail Only Rifle Seasons,14,13,28,120,23,312,123,18,2,0,14%,82,107,"2,087",    2,0%,39.49649089220772,-103.2625069013074,"1,335,793","    1,090",107 All Whitetail Only Rifle Seasons,57.5,70485.9,https://webmap.onxmaps.com/hunt/map#9.45/39.4964908922077/-103.262506901307,"DE107L2R,DE107O1A,DE107O2R,DE107O3A,DE107O3M,DF107L1R,DF107L2R,DF107O1R,DF107O2M,DF107O2R,DF107O3A,DF107O3M,DM107L1R,DM107O1R,DM107O2M",NA
107,"All Damage, Auction/Raffle & Misc. Hunts",3,0,3,5,60,10,10,0,NA,NA,30%,8,107,"2,087",    2,0%,39.49649089220772,-103.2625069013074,"1,335,793","    1,090","107 All Damage, Auction/Raffle & Misc. Hunts",2.4,2936.9,https://webmap.onxmaps.com/hunt/map#9.45/39.4964908922077/-103.262506901307,"DE107L2R,DE107O1A,DE107O2R,DE107O3A,DE107O3M,DF107L1R,DF107L2R,DF107O1R,DF107O2M,DF107O2R,DF107O3A,DF107O3M,DM107L1R,DM107O1R,DM107O2M",NA
107,Antlerless Muzzleloader,0,7,7,2,0,Not Reported,0,0,NA,NA,0%,1,107,"2,087",    2,0%,39.49649089220772,-103.2625069013074,"1,335,793","    1,090",107 Antlerless Muzzleloader,1,1174.8,https://webmap.onxmaps.com/hunt/map#9.45/39.4964908922077/-103.262506901307,"DE107L2R,DE107O1A,DE107O2R,DE107O3A,DE107O3M,DF107L1R,DF107L2R,DF107O1R,DF107O2M,DF107O2R,DF107O3A,DF107O3M,DM107L1R,DM107O1R,DM107O2M",NA
109,All manners of take,78,42,121,449,27,1981,474,40,451,25,31%,458,109,"1,750",    1,0%,39.47460450202813,-102.48035045248704,"1,120,275",      475,109 All manners of take,256.5,NA,https://webmap.onxmaps.com/hunt/map#9.45/39.4746045020281/-102.480350452487,"DE109L2R,DE109O1A,DE109O2R,DE109O3A,DE109O3M,DF103L2R,DF109L1R,DF109L2R,DF109O1R,DF109O2M,DF109O2R,DF109O3A,DF109O3M,DM109L1R,DM109O1R,DM109O2M",NA
109,All Rifle,67,40,106,357,30,1357,373,46,350,28,35%,360,109,"1,750",    1,0%,39.47460450202813,-102.48035045248704,"1,120,275",      475,109 All Rifle,203.9,NA,https://webmap.onxmaps.com/hunt/map#9.45/39.4746045020281/-102.480350452487,"DE109L2R,DE109O1A,DE109O2R,DE109O3A,DE109O3M,DF103L2R,DF109L1R,DF109L2R,DF109O1R,DF109O2M,DF109O2R,DF109O3A,DF109O3M,DM109L1R,DM109O1R,DM109O2M",NA
109,All Plains Rifle Seasons (Includes PLOs),55,29,84,208,40,875,255,54,198,37,44%,220,109,"1,750",    1,0%,39.47460450202813,-102.48035045248704,"1,120,275",      475,109 All Plains Rifle Seasons (Includes PLOs),118.8,NA,https://webmap.onxmaps.com/hunt/map#9.45/39.4746045020281/-102.480350452487,"DE109L2R,DE109O1A,DE109O2R,DE109O3A,DE109O3M,DF103L2R,DF109L1R,DF109L2R,DF109O1R,DF109O2M,DF109O2R,DF109O3A,DF109O3M,DM109L1R,DM109O1R,DM109O2M",NA
109,All Plains Repeat,55,170,26,NA,82,32,NA,110,30,74,89%,30,109,"1,750",    1,0%,39.47460450202813,-102.48035045248704,"1,120,275",      475,109 All Plains Repeat,NA,NA,https://webmap.onxmaps.com/hunt/map#9.45/39.4746045020281/-102.480350452487,"DE109L2R,DE109O1A,DE109O2R,DE109O3A,DE109O3M,DF103L2R,DF109L1R,DF109L2R,DF109O1R,DF109O2M,DF109O2R,DF109O3A,DF109O3M,DM109L1R,DM109O1R,DM109O2M",NA
109,Early and Late Seasons (Includes PLOs),42,17,59,178,33,755,201,42,186,26,34%,188,109,"1,750",    1,0%,39.47460450202813,-102.48035045248704,"1,120,275",      475,109 Early and Late Seasons (Includes PLOs),101.7,NA,https://webmap.onxmaps.com/hunt/map#9.45/39.4746045020281/-102.480350452487,"DE109L2R,DE109O1A,DE109O2R,DE109O3A,DE109O3M,DF103L2R,DF109L1R,DF109L2R,DF109O1R,DF109O2M,DF109O2R,DF109O3A,DF109O3M,DM109L1R,DM109O1R,DM109O2M",NA
109,All Archery Seasons,8,3,10,74,14,577,66,6,61,11,10%,67,109,"1,750",    1,0%,39.47460450202813,-102.48035045248704,"1,120,275",      475,109 All Archery Seasons,42.3,NA,https://webmap.onxmaps.com/hunt/map#9.45/39.4746045020281/-102.480350452487,"DE109L2R,DE109O1A,DE109O2R,DE109O3A,DE109O3M,DF103L2R,DF109L1R,DF109L2R,DF109O1R,DF109O2M,DF109O2R,DF109O3A,DF109O3M,DM109L1R,DM109O1R,DM109O2M",NA
109,Either Sex Muzzleloader,4,0,4,18,22,46,35,37,39,17,25%,31,109,"1,750",    1,0%,39.47460450202813,-102.48035045248704,"1,120,275",      475,109 Either Sex Muzzleloader,10.3,NA,https://webmap.onxmaps.com/hunt/map#9.45/39.4746045020281/-102.480350452487,"DE109L2R,DE109O1A,DE109O2R,DE109O3A,DE109O3M,DF103L2R,DF109L1R,DF109L2R,DF109O1R,DF109O2M,DF109O2R,DF109O3A,DF109O3M,DM109L1R,DM109O1R,DM109O2M",NA
109,Antlered Muzzleloader,4,0,4,10,40,Not Reported,NA,9,NA,NA,24%,10,109,"1,750",    1,0%,39.47460450202813,-102.48035045248704,"1,120,275",      475,109 Antlered Muzzleloader,5.7,NA,https://webmap.onxmaps.com/hunt/map#9.45/39.4746045020281/-102.480350452487,"DE109L2R,DE109O1A,DE109O2R,DE109O3A,DE109O3M,DF103L2R,DF109L1R,DF109L2R,DF109O1R,DF109O2M,DF109O2R,DF109O3A,DF109O3M,DM109L1R,DM109O1R,DM109O2M",NA
109,All Whitetail Only Seasons,17,13,29,192,15,811,164,29,0,3,16%,119,109,"1,750",    1,0%,39.47460450202813,-102.48035045248704,"1,120,275",      475,109 All Whitetail Only Seasons,109.7,NA,https://webmap.onxmaps.com/hunt/map#9.45/39.4746045020281/-102.480350452487,"DE109L2R,DE109O1A,DE109O2R,DE109O3A,DE109O3M,DF103L2R,DF109L1R,DF109L2R,DF109O1R,DF109O2M,DF109O2R,DF109O3A,DF109O3M,DM109L1R,DM109O1R,DM109O2M",NA
109,All Whitetail Only Archery Seasons,5,3,7,36,20,304,29,6,194,14,13%,86,109,"1,750",    1,0%,39.47460450202813,-102.48035045248704,"1,120,275",      475,109 All Whitetail Only Archery Seasons,20.6,NA,https://webmap.onxmaps.com/hunt/map#9.45/39.4746045020281/-102.480350452487,"DE109L2R,DE109O1A,DE109O2R,DE109O3A,DE109O3M,DF103L2R,DF109L1R,DF109L2R,DF109O1R,DF109O2M,DF109O2R,DF109O3A,DF109O3M,DM109L1R,DM109O1R,DM109O2M",NA
109,All Whitetail Only Muzzleloader Seasons,0,0,0,8,0,24,17,68,31,10,26%,19,109,"1,750",    1,0%,39.47460450202813,-102.48035045248704,"1,120,275",      475,109 All Whitetail Only Muzzleloader Seasons,4.6,NA,https://webmap.onxmaps.com/hunt/map#9.45/39.4746045020281/-102.480350452487,"DE109L2R,DE109O1A,DE109O2R,DE109O3A,DE109O3M,DF103L2R,DF109L1R,DF109L2R,DF109O1R,DF109O2M,DF109O2R,DF109O3A,DF109O3M,DM109L1R,DM109O1R,DM109O2M",NA
109,All Whitetail Only Rifle Seasons,12,10,22,148,15,483,118,29,17,18,21%,94,109,"1,750",    1,0%,39.47460450202813,-102.48035045248704,"1,120,275",      475,109 All Whitetail Only Rifle Seasons,84.6,NA,https://webmap.onxmaps.com/hunt/map#9.45/39.4746045020281/-102.480350452487,"DE109L2R,DE109O1A,DE109O2R,DE109O3A,DE109O3M,DF103L2R,DF109L1R,DF109L2R,DF109O1R,DF109O2M,DF109O2R,DF109O3A,DF109O3M,DM109L1R,DM109O1R,DM109O2M",NA
109,Antlerless Muzzleloader,0,50,50,0,0,Not Reported,0,0,NA,NA,0%,0,109,"1,750",    1,0%,39.47460450202813,-102.48035045248704,"1,120,275",      475,109 Antlerless Muzzleloader,0,NA,https://webmap.onxmaps.com/hunt/map#9.45/39.4746045020281/-102.480350452487,"DE109L2R,DE109O1A,DE109O2R,DE109O3A,DE109O3M,DF103L2R,DF109L1R,DF109L2R,DF109O1R,DF109O2M,DF109O2R,DF109O3A,DF109O3M,DM109L1R,DM109O1R,DM109O2M",NA
110,All manners of take,84,51,136,310,44,2070,307,42,291,43,43%,303,110,"1,034",    1,0%,38.98829097404643,-104.54421321012386,"  661,623",      668,110 All manners of take,299.9,297133.4,https://webmap.onxmaps.com/hunt/map#9.45/38.9882909740464/-104.544213210124,"DE104W1R,DE110O2A,DE110O2R,DE110O3M,DE110O4A,DF104W1R,DF110O1R,DF110O2M,DF110O2R,DF110O3M,DF110O4A,DM110O1R,DM110O2M",NA
110,All Rifle,41,47,88,151,58,569,123,47,141,61,55%,138,110,"1,034",    1,0%,38.98829097404643,-104.54421321012386,"  661,623",      668,110 All Rifle,146.1,144732.7,https://webmap.onxmaps.com/hunt/map#9.45/38.9882909740464/-104.544213210124,"DE104W1R,DE110O2A,DE110O2R,DE110O3M,DE110O4A,DF104W1R,DF110O1R,DF110O2M,DF110O2R,DF110O3M,DF110O4A,DM110O1R,DM110O2M",NA
110,All Plains Rifle Seasons (Includes PLOs),41,43,84,123,68,462,107,46,127,66,60%,119,110,"1,034",    1,0%,38.98829097404643,-104.54421321012386,"  661,623",      668,110 All Plains Rifle Seasons (Includes PLOs),119,117894.9,https://webmap.onxmaps.com/hunt/map#9.45/38.9882909740464/-104.544213210124,"DE104W1R,DE110O2A,DE110O2R,DE110O3M,DE110O4A,DF104W1R,DF110O1R,DF110O2M,DF110O2R,DF110O3M,DF110O4A,DM110O1R,DM110O2M",NA
110,All Plains Repeat,41,129,43,NA,60,71,NA,49,37,62,57%,37,110,"1,034",    1,0%,38.98829097404643,-104.54421321012386,"  661,623",      668,110 All Plains Repeat,NA,NA,https://webmap.onxmaps.com/hunt/map#9.45/38.9882909740464/-104.544213210124,"DE104W1R,DE110O2A,DE110O2R,DE110O3M,DE110O4A,DF104W1R,DF110O1R,DF110O2M,DF110O2R,DF110O3M,DF110O4A,DM110O1R,DM110O2M",NA
110,All Archery Seasons,36,0,36,123,30,1370,136,43,102,25,33%,120,110,"1,034",    1,0%,38.98829097404643,-104.54421321012386,"  661,623",      668,110 All Archery Seasons,119,117894.9,https://webmap.onxmaps.com/hunt/map#9.45/38.9882909740464/-104.544213210124,"DE104W1R,DE110O2A,DE110O2R,DE110O3M,DE110O4A,DF104W1R,DF110O1R,DF110O2M,DF110O2R,DF110O3M,DF110O4A,DM110O1R,DM110O2M",NA
110,Either Sex Muzzleloader,7,4,11,36,30,131,48,31,48,28,30%,44,110,"1,034",    1,0%,38.98829097404643,-104.54421321012386,"  661,623",      668,110 Either Sex Muzzleloader,34.8,34505.8,https://webmap.onxmaps.com/hunt/map#9.45/38.9882909740464/-104.544213210124,"DE104W1R,DE110O2A,DE110O2R,DE110O3M,DE110O4A,DF104W1R,DF110O1R,DF110O2M,DF110O2R,DF110O3M,DF110O4A,DM110O1R,DM110O2M",NA
110,Antlered Muzzleloader,7,0,7,23,30,Not Reported,NA,43,NA,NA,36%,23,110,"1,034",    1,0%,38.98829097404643,-104.54421321012386,"  661,623",      668,110 Antlered Muzzleloader,22.2,22045.4,https://webmap.onxmaps.com/hunt/map#9.45/38.9882909740464/-104.544213210124,"DE104W1R,DE110O2A,DE110O2R,DE110O3M,DE110O4A,DF104W1R,DF110O1R,DF110O2M,DF110O2R,DF110O3M,DF110O4A,DM110O1R,DM110O2M",NA
110,All Whitetail Only Seasons,0,6,6,77,8,763,60,29,2,8,15%,46,110,"1,034",    1,0%,38.98829097404643,-104.54421321012386,"  661,623",      668,110 All Whitetail Only Seasons,74.5,73804.1,https://webmap.onxmaps.com/hunt/map#9.45/38.9882909740464/-104.544213210124,"DE104W1R,DE110O2A,DE110O2R,DE110O3M,DE110O4A,DF104W1R,DF110O1R,DF110O2M,DF110O2R,DF110O3M,DF110O4A,DM110O1R,DM110O2M",NA
