Unit,Bucks,Does,Fawns,Total Harvest,Total Hunters,Percent Success,Total Rec. Days,groupID,Category,Antlerless,TH23,PS23,TH22,PS22,threeyearsuccess,threeyearshunters,slope,gmu_area_sqmi,public_sqmi,percent_public,latitude,longitude,Acres,Acres Public,harvestunit,Hunters Density Per Sq. Mile,Hunters Density Per Public Sq. Mile,onx,Tags,OTCCat,OTC
144,24,18,0,43,146,29,461,0,All manners of take,18,134,16,113,21,22%,131,3.9999999999999987,"1,015",  342,34%,37.16773758466464,-102.82175021398324,"  649,764","  218,815",144 All manners of take,143.8,427,https://webmap.onxmaps.com/hunt/map#9.45/37.1677375846646/-102.821750213983,"AE000U1A,AM136W2R,AF136W2R,AF137P5R,AF137L1R,AM137O1R,AF137O1R,AM137P1R,AF137P1R,AM130O1M,AF130O1M",NA,NA
144,22,17,0,39,81,48,216,1,All Rifle Seasons,17,65,29,64,31,36%,70,8.499999999999996,"1,015",  342,34%,37.16773758466464,-102.82175021398324,"  649,764","  218,815",144 All Rifle Seasons,79.8,236.9,https://webmap.onxmaps.com/hunt/map#9.45/37.1677375846646/-102.821750213983,"AE000U1A,AM136W2R,AF136W2R,AF137P5R,AF137L1R,AM137O1R,AF137O1R,AM137P1R,AF137P1R,AM130O1M,AF130O1M",NA,NA
144,22,4,0,27,50,53,98,2,All Regular Rifle Seasons,4,49,31,36,24,36%,45,14.500000000000002,"1,015",  342,34%,37.16773758466464,-102.82175021398324,"  649,764","  218,815",144 All Regular Rifle Seasons,49.2,146.2,https://webmap.onxmaps.com/hunt/map#9.45/37.1677375846646/-102.821750213983,"AE000U1A,AM136W2R,AF136W2R,AF137P5R,AF137L1R,AM137O1R,AF137O1R,AM137P1R,AF137P1R,AM130O1M,AF130O1M",NA,NA
144,0,12,0,12,31,40,118,3,All Late Rifle Seasons,12,16,25,28,39,35%,25,0.5000000000000018,"1,015",  342,34%,37.16773758466464,-102.82175021398324,"  649,764","  218,815",144 All Late Rifle Seasons,30.5,90.7,https://webmap.onxmaps.com/hunt/map#9.45/37.1677375846646/-102.821750213983,"AE000U1A,AM136W2R,AF136W2R,AF137P5R,AF137L1R,AM137O1R,AF137O1R,AM137P1R,AF137P1R,AM130O1M,AF130O1M",NA,NA
144,2,0,0,2,31,6,153,4,All Archery Seasons,0,34,7,23,0,4%,29,3.0000000000000004,"1,015",  342,34%,37.16773758466464,-102.82175021398324,"  649,764","  218,815",144 All Archery Seasons,30.5,90.7,https://webmap.onxmaps.com/hunt/map#9.45/37.1677375846646/-102.821750213983,"AE000U1A,AM136W2R,AF136W2R,AF137P5R,AF137L1R,AM137O1R,AF137O1R,AM137P1R,AF137P1R,AM130O1M,AF130O1M",Either Sex OTC Archery,ESA
144,0,2,0,2,34,5,91,5,All Muzzleloader Seasons,2,34,0,26,18,8%,31,-6.5000000000000036,"1,015",  342,34%,37.16773758466464,-102.82175021398324,"  649,764","  218,815",144 All Muzzleloader Seasons,33.5,99.4,https://webmap.onxmaps.com/hunt/map#9.45/37.1677375846646/-102.821750213983,"AE000U1A,AM136W2R,AF136W2R,AF137P5R,AF137L1R,AM137O1R,AF137O1R,AM137P1R,AF137P1R,AM130O1M,AF130O1M",NA,NA
144,2,14,0,16,42,39,131,6,All Private Land Only Seasons,14,25,38,41,27,35%,36,5.999999999999999,"1,015",  342,34%,37.16773758466464,-102.82175021398324,"  649,764","  218,815",144 All Private Land Only Seasons,41.4,122.8,https://webmap.onxmaps.com/hunt/map#9.45/37.1677375846646/-102.821750213983,"AE000U1A,AM136W2R,AF136W2R,AF137P5R,AF137L1R,AM137O1R,AF137O1R,AM137P1R,AF137P1R,AM130O1M,AF130O1M",NA,NA
145,4,1,0,6,22,25,100,0,All manners of take,1,49,27,47,43,32%,39,-9.000000000000009,  486,   91,19%,37.07376545304124,-102.30369485023049,"  310,959","   58,099",145 All manners of take,45.3,242.3,https://webmap.onxmaps.com/hunt/map#9.45/37.0737654530412/-102.30369485023,"AE000U1A,AF132P5R,AM132O1R,AF132O1R,AM132P1R,AF132P1R,AM132O1M,AF132O1M",NA,NA
145,1,0,0,1,8,12,29,1,All Rifle Seasons,0,28,35,28,27,25%,21,-7.500000000000011,  486,   91,19%,37.07376545304124,-102.30369485023049,"  310,959","   58,099",145 All Rifle Seasons,16.5,88.1,https://webmap.onxmaps.com/hunt/map#9.45/37.0737654530412/-102.30369485023,"AE000U1A,AF132P5R,AM132O1R,AF132O1R,AM132P1R,AF132P1R,AM132O1M,AF132O1M",NA,NA
145,1,0,0,1,8,12,29,2,All Regular Rifle Seasons,0,22,25,25,30,22%,18,-9.000000000000009,  486,   91,19%,37.07376545304124,-102.30369485023049,"  310,959","   58,099",145 All Regular Rifle Seasons,16.5,88.1,https://webmap.onxmaps.com/hunt/map#9.45/37.0737654530412/-102.30369485023,"AE000U1A,AF132P5R,AM132O1R,AF132O1R,AM132P1R,AF132P1R,AM132O1M,AF132O1M",NA,NA
145,2,0,0,2,2,100,13,4,All Archery Seasons,0,9,0,4,100,67%,5,-0,  486,   91,19%,37.07376545304124,-102.30369485023049,"  310,959","   58,099",145 All Archery Seasons,4.1,22,https://webmap.onxmaps.com/hunt/map#9.45/37.0737654530412/-102.30369485023,"AE000U1A,AF132P5R,AM132O1R,AF132O1R,AM132P1R,AF132P1R,AM132O1M,AF132O1M",Either Sex OTC Archery,ESA
145,2,1,0,3,12,23,59,5,All Muzzleloader Seasons,1,12,29,15,56,36%,13,-16.50000000000001,  486,   91,19%,37.07376545304124,-102.30369485023049,"  310,959","   58,099",145 All Muzzleloader Seasons,24.7,132.2,https://webmap.onxmaps.com/hunt/map#9.45/37.0737654530412/-102.30369485023,"AE000U1A,AF132P5R,AM132O1R,AF132O1R,AM132P1R,AF132P1R,AM132O1M,AF132O1M",NA,NA
145,0,0,0,0,3,0,13,6,All Private Land Only Seasons,0,24,32,24,23,18%,17,-11.500000000000009,  486,   91,19%,37.07376545304124,-102.30369485023049,"  310,959","   58,099",145 All Private Land Only Seasons,6.2,33,https://webmap.onxmaps.com/hunt/map#9.45/37.0737654530412/-102.30369485023,"AE000U1A,AF132P5R,AM132O1R,AF132O1R,AM132P1R,AF132P1R,AM132O1M,AF132O1M",NA,NA
146,44,18,2,65,118,55,351,0,All manners of take,20,103,57,105,58,57%,109,-1.5000000000000138,"1,499",   30,2%,37.87119441250279,-102.89096637732196,"  959,077","   19,514",146 All manners of take,78.7,3870.1,https://webmap.onxmaps.com/hunt/map#9.45/37.8711944125028/-102.890966377322,"AE000U1A,AF130P5R,AF130L1R,AM130O1R,AF130O1R,AM130P1R,AF130P1R,AM130O1M,AF130O1M",NA,NA
146,43,18,2,63,108,58,330,1,All Rifle Seasons,20,91,56,93,65,60%,97,-3.500000000000003,"1,499",   30,2%,37.87119441250279,-102.89096637732196,"  959,077","   19,514",146 All Rifle Seasons,72.1,3542.1,https://webmap.onxmaps.com/hunt/map#9.45/37.8711944125028/-102.890966377322,"AE000U1A,AF130P5R,AF130L1R,AM130O1R,AF130O1R,AM130P1R,AF130P1R,AM130O1M,AF130O1M",NA,NA
146,43,12,0,55,87,63,275,2,All Regular Rifle Seasons,12,77,61,78,74,66%,81,-5.500000000000005,"1,499",   30,2%,37.87119441250279,-102.89096637732196,"  959,077","   19,514",146 All Regular Rifle Seasons,58.1,2853.4,https://webmap.onxmaps.com/hunt/map#9.45/37.8711944125028/-102.890966377322,"AE000U1A,AF130P5R,AF130L1R,AM130O1R,AF130O1R,AM130P1R,AF130P1R,AM130O1M,AF130O1M",NA,NA
146,0,6,2,8,21,39,55,3,All Late Rifle Seasons,8,14,29,15,20,29%,17,9.499999999999995,"1,499",   30,2%,37.87119441250279,-102.89096637732196,"  959,077","   19,514",146 All Late Rifle Seasons,14,688.7,https://webmap.onxmaps.com/hunt/map#9.45/37.8711944125028/-102.890966377322,"AE000U1A,AF130P5R,AF130L1R,AM130O1R,AF130O1R,AM130P1R,AF130P1R,AM130O1M,AF130O1M",NA,NA
146,0,0,0,0,6,0,16,4,All Archery Seasons,0,5,50,10,0,17%,7,-5.024295867788082e-15,"1,499",   30,2%,37.87119441250279,-102.89096637732196,"  959,077","   19,514",146 All Archery Seasons,4,196.8,https://webmap.onxmaps.com/hunt/map#9.45/37.8711944125028/-102.890966377322,"AE000U1A,AF130P5R,AF130L1R,AM130O1R,AF130O1R,AM130P1R,AF130P1R,AM130O1M,AF130O1M",Either Sex OTC Archery,ESA
146,1,0,0,1,3,47,5,5,All Muzzleloader Seasons,0,7,75,2,0,41%,4,23.5,"1,499",   30,2%,37.87119441250279,-102.89096637732196,"  959,077","   19,514",146 All Muzzleloader Seasons,2,98.4,https://webmap.onxmaps.com/hunt/map#9.45/37.8711944125028/-102.890966377322,"AE000U1A,AF130P5R,AF130L1R,AM130O1R,AF130O1R,AM130P1R,AF130P1R,AM130O1M,AF130O1M",NA,NA
146,43,18,2,63,106,60,317,6,All Private Land Only Seasons,20,91,56,91,67,61%,96,-3.500000000000018,"1,499",   30,2%,37.87119441250279,-102.89096637732196,"  959,077","   19,514",146 All Private Land Only Seasons,70.7,3476.5,https://webmap.onxmaps.com/hunt/map#9.45/37.8711944125028/-102.890966377322,"AE000U1A,AF130P5R,AF130L1R,AM130O1R,AF130O1R,AM130P1R,AF130P1R,AM130O1M,AF130O1M",NA,NA
147,0,4,0,4,30,15,54,0,All manners of take,4,35,20,34,52,29%,33,-18.500000000000007,  512,   18,4%,37.31276051140567,-103.82325120783086,"  327,593","   11,831",147 All manners of take,58.6,1622.9,https://webmap.onxmaps.com/hunt/map#9.45/37.3127605114057/-103.823251207831,"AE000U1A,AM136W2R,AF136W2R,AF133P5R,AM140O1R,AF140O1R,AM128O1M,AF128O1M",NA,NA
147,0,4,0,4,28,16,49,1,All Rifle Seasons,4,32,22,34,52,30%,31,-18.00000000000001,  512,   18,4%,37.31276051140567,-103.82325120783086,"  327,593","   11,831",147 All Rifle Seasons,54.7,1514.7,https://webmap.onxmaps.com/hunt/map#9.45/37.3127605114057/-103.823251207831,"AE000U1A,AM136W2R,AF136W2R,AF133P5R,AM140O1R,AF140O1R,AM128O1M,AF128O1M",NA,NA
147,0,2,0,2,26,9,45,2,All Regular Rifle Seasons,2,30,17,25,36,21%,27,-13.50000000000001,  512,   18,4%,37.31276051140567,-103.82325120783086,"  327,593","   11,831",147 All Regular Rifle Seasons,50.8,1406.5,https://webmap.onxmaps.com/hunt/map#9.45/37.3127605114057/-103.823251207831,"AE000U1A,AM136W2R,AF136W2R,AF133P5R,AM140O1R,AF140O1R,AM128O1M,AF128O1M",NA,NA
147,0,0,0,0,2,0,5,5,All Muzzleloader Seasons,0,3,0,NA,NA,0%,2,0,  512,   18,4%,37.31276051140567,-103.82325120783086,"  327,593","   11,831",147 All Muzzleloader Seasons,3.9,108.2,https://webmap.onxmaps.com/hunt/map#9.45/37.3127605114057/-103.823251207831,"AE000U1A,AM136W2R,AF136W2R,AF133P5R,AM140O1R,AF140O1R,AM128O1M,AF128O1M",NA,NA
147,0,2,0,2,2,100,4,8,"All Damage, Auction/Raffle & Misc. Hunts",2,2,100,2,100,100%,2,-2.4613922385709626e-14,  512,   18,4%,37.31276051140567,-103.82325120783086,"  327,593","   11,831","147 All Damage, Auction/Raffle & Misc. Hunts",3.9,108.2,https://webmap.onxmaps.com/hunt/map#9.45/37.3127605114057/-103.823251207831,"AE000U1A,AM136W2R,AF136W2R,AF133P5R,AM140O1R,AF140O1R,AM128O1M,AF128O1M",NA,NA
161,64,50,6,120,169,71,492,0,All manners of take,56,193,64,114,64,66%,159,3.4999999999999925,  714,  531,74%,40.87823554952699,-106.5314186789568,"  457,058","  339,930",161 All manners of take,236.6,318.2,https://webmap.onxmaps.com/hunt/map#9.45/40.878235549527/-106.531418678957,"AE006W1R,AF006W1R,AM006O1A,AM161O1R,AF161O1R,AF006O1A,AM006O1M,AF006O1M,AF006O2R",NA,NA
161,25,38,6,68,70,97,120,1,All Rifle Seasons,44,92,87,57,91,92%,73,2.999999999999987,  714,  531,74%,40.87823554952699,-106.5314186789568,"  457,058","  339,930",161 All Rifle Seasons,98,131.8,https://webmap.onxmaps.com/hunt/map#9.45/40.878235549527/-106.531418678957,"AE006W1R,AF006W1R,AM006O1A,AM161O1R,AF161O1R,AF006O1A,AM006O1M,AF006O1M,AF006O2R",NA,NA
161,25,38,6,68,70,97,120,2,All Regular Rifle Seasons,44,92,87,57,91,92%,73,2.999999999999987,  714,  531,74%,40.87823554952699,-106.5314186789568,"  457,058","  339,930",161 All Regular Rifle Seasons,98,131.8,https://webmap.onxmaps.com/hunt/map#9.45/40.878235549527/-106.531418678957,"AE006W1R,AF006W1R,AM006O1A,AM161O1R,AF161O1R,AF006O1A,AM006O1M,AF006O1M,AF006O2R",NA,NA
161,20,2,0,22,51,44,263,4,All Archery Seasons,2,45,32,30,27,34%,42,8.5,  714,  531,74%,40.87823554952699,-106.5314186789568,"  457,058","  339,930",161 All Archery Seasons,71.4,96,https://webmap.onxmaps.com/hunt/map#9.45/40.878235549527/-106.531418678957,"AE006W1R,AF006W1R,AM006O1A,AM161O1R,AF161O1R,AF006O1A,AM006O1M,AF006O1M,AF006O2R",NA,NA
161,18,11,0,29,48,61,109,5,All Muzzleloader Seasons,11,56,52,28,50,54%,44,5.499999999999984,  714,  531,74%,40.87823554952699,-106.5314186789568,"  457,058","  339,930",161 All Muzzleloader Seasons,67.2,90.4,https://webmap.onxmaps.com/hunt/map#9.45/40.878235549527/-106.531418678957,"AE006W1R,AF006W1R,AM006O1A,AM161O1R,AF161O1R,AF006O1A,AM006O1M,AF006O1M,AF006O2R",NA,NA
171,13,13,2,28,49,57,139,0,All manners of take,15,54,57,52,59,58%,52,-1.0000000000000073,  444,  339,76%,40.51331220378768,-106.10143313372352,"  284,160","  216,814",171 All manners of take,110.4,144.6,https://webmap.onxmaps.com/hunt/map#9.45/40.5133122037877/-106.101433133724,"AE006W1R,AF006W1R,AM006O1A,AM016O1R,AF016O1R,AF006O1A,AM006O1M,AF006O1M,AF006O2R",NA,NA
171,5,9,2,16,24,65,43,1,All Rifle Seasons,11,38,72,26,94,77%,29,-14.50000000000001,  444,  339,76%,40.51331220378768,-106.10143313372352,"  284,160","  216,814",171 All Rifle Seasons,54.1,70.8,https://webmap.onxmaps.com/hunt/map#9.45/40.5133122037877/-106.101433133724,"AE006W1R,AF006W1R,AM006O1A,AM016O1R,AF016O1R,AF006O1A,AM006O1M,AF006O1M,AF006O2R",NA,NA
171,5,9,2,16,24,65,43,2,All Regular Rifle Seasons,11,38,72,26,94,77%,29,-14.50000000000001,  444,  339,76%,40.51331220378768,-106.10143313372352,"  284,160","  216,814",171 All Regular Rifle Seasons,54.1,70.8,https://webmap.onxmaps.com/hunt/map#9.45/40.5133122037877/-106.101433133724,"AE006W1R,AF006W1R,AM006O1A,AM016O1R,AF016O1R,AF006O1A,AM006O1M,AF006O1M,AF006O2R",NA,NA
171,2,4,0,6,15,44,69,4,All Archery Seasons,4,7,30,18,36,37%,13,3.999999999999994,  444,  339,76%,40.51331220378768,-106.10143313372352,"  284,160","  216,814",171 All Archery Seasons,33.8,44.3,https://webmap.onxmaps.com/hunt/map#9.45/40.5133122037877/-106.101433133724,"AE006W1R,AF006W1R,AM006O1A,AM016O1R,AF016O1R,AF006O1A,AM006O1M,AF006O1M,AF006O2R",NA,NA
171,6,0,0,6,10,58,27,5,All Muzzleloader Seasons,0,9,17,8,0,25%,9,29.000000000000004,  444,  339,76%,40.51331220378768,-106.10143313372352,"  284,160","  216,814",171 All Muzzleloader Seasons,22.5,29.5,https://webmap.onxmaps.com/hunt/map#9.45/40.5133122037877/-106.101433133724,"AE006W1R,AF006W1R,AM006O1A,AM016O1R,AF016O1R,AF006O1A,AM006O1M,AF006O1M,AF006O2R",NA,NA
181,4,12,0,16,145,11,421,0,All manners of take,12,121,29,139,18,19%,135,-3.5000000000000053,  313,  187,60%,40.233714818332615,-106.3873715171488,"  200,051","  119,416",181 All manners of take,463.9,777.1,https://webmap.onxmaps.com/hunt/map#9.45/40.2337148183326/-106.387371517149,"AM018O1A,AM018O1R,AF018O1R,AF018O1A,AM018P5R,AF018P5R,AM018O1M,AF018O1M",NA,NA
181,4,12,0,16,94,17,263,1,All Rifle Seasons,12,80,38,82,22,26%,85,-2.5000000000000098,  313,  187,60%,40.233714818332615,-106.3873715171488,"  200,051","  119,416",181 All Rifle Seasons,300.7,503.8,https://webmap.onxmaps.com/hunt/map#9.45/40.2337148183326/-106.387371517149,"AM018O1A,AM018O1R,AF018O1R,AF018O1A,AM018P5R,AF018P5R,AM018O1M,AF018O1M",NA,NA
181,4,12,0,16,94,17,263,2,All Regular Rifle Seasons,12,80,38,82,22,26%,85,-2.5000000000000098,  313,  187,60%,40.233714818332615,-106.3873715171488,"  200,051","  119,416",181 All Regular Rifle Seasons,300.7,503.8,https://webmap.onxmaps.com/hunt/map#9.45/40.2337148183326/-106.387371517149,"AM018O1A,AM018O1R,AF018O1R,AF018O1A,AM018P5R,AF018P5R,AM018O1M,AF018O1M",NA,NA
181,0,0,0,0,18,0,91,4,All Archery Seasons,0,16,9,16,0,3%,17,-1.8841109504205307e-15,  313,  187,60%,40.233714818332615,-106.3873715171488,"  200,051","  119,416",181 All Archery Seasons,57.6,96.5,https://webmap.onxmaps.com/hunt/map#9.45/40.2337148183326/-106.387371517149,"AM018O1A,AM018O1R,AF018O1R,AF018O1A,AM018P5R,AF018P5R,AM018O1M,AF018O1M",NA,NA
181,0,0,0,0,33,0,67,5,All Muzzleloader Seasons,0,25,14,40,16,10%,33,-8.000000000000005,  313,  187,60%,40.233714818332615,-106.3873715171488,"  200,051","  119,416",181 All Muzzleloader Seasons,105.6,176.9,https://webmap.onxmaps.com/hunt/map#9.45/40.2337148183326/-106.387371517149,"AM018O1A,AM018O1R,AF018O1R,AF018O1A,AM018P5R,AF018P5R,AM018O1M,AF018O1M",NA,NA
181,0,2,0,2,14,14,77,6,All Private Land Only Seasons,2,23,54,12,64,44%,16,-25.000000000000025,  313,  187,60%,40.233714818332615,-106.3873715171488,"  200,051","  119,416",181 All Private Land Only Seasons,44.8,75,https://webmap.onxmaps.com/hunt/map#9.45/40.2337148183326/-106.387371517149,"AM018O1A,AM018O1R,AF018O1R,AF018O1A,AM018P5R,AF018P5R,AM018O1M,AF018O1M",NA,NA
191,9,12,0,21,60,36,300,0,All manners of take,12,72,15,69,56,36%,67,-10,  523,  243,47%,40.810669730771586,-105.3829276579241,"  334,898","  155,838",191 All manners of take,114.7,246.4,https://webmap.onxmaps.com/hunt/map#9.45/40.8106697307716/-105.382927657924,"AE000U1A,AF009L1R,AM009P1R,AF009P1R,AM009O1M,AF009O1M",NA,NA
191,8,12,0,20,37,55,209,1,All Rifle Seasons,12,38,17,43,68,47%,39,-6.500000000000004,  523,  243,47%,40.810669730771586,-105.3829276579241,"  334,898","  155,838",191 All Rifle Seasons,70.7,152,https://webmap.onxmaps.com/hunt/map#9.45/40.8106697307716/-105.382927657924,"AE000U1A,AF009L1R,AM009P1R,AF009P1R,AM009O1M,AF009O1M",NA,NA
191,8,4,0,12,18,67,30,2,All Regular Rifle Seasons,4,12,53,12,75,65%,14,-4.000000000000006,  523,  243,47%,40.810669730771586,-105.3829276579241,"  334,898","  155,838",191 All Regular Rifle Seasons,34.4,73.9,https://webmap.onxmaps.com/hunt/map#9.45/40.8106697307716/-105.382927657924,"AE000U1A,AF009L1R,AM009P1R,AF009P1R,AM009O1M,AF009O1M",NA,NA
191,0,8,0,8,19,45,179,3,All Late Rifle Seasons,8,25,0,21,50,32%,22,-2.500000000000001,  523,  243,47%,40.810669730771586,-105.3829276579241,"  334,898","  155,838",191 All Late Rifle Seasons,36.3,78,https://webmap.onxmaps.com/hunt/map#9.45/40.8106697307716/-105.382927657924,"AE000U1A,AF009L1R,AM009P1R,AF009P1R,AM009O1M,AF009O1M",NA,NA
191,0,0,0,0,20,0,85,4,All Archery Seasons,0,23,7,12,29,12%,18,-14.50000000000001,  523,  243,47%,40.810669730771586,-105.3829276579241,"  334,898","  155,838",191 All Archery Seasons,38.2,82.1,https://webmap.onxmaps.com/hunt/map#9.45/40.8106697307716/-105.382927657924,"AE000U1A,AF009L1R,AM009P1R,AF009P1R,AM009O1M,AF009O1M",Either Sex OTC Archery,ESA
191,1,0,0,1,3,36,6,5,All Muzzleloader Seasons,0,11,23,15,44,34%,10,-4.000000000000009,  523,  243,47%,40.810669730771586,-105.3829276579241,"  334,898","  155,838",191 All Muzzleloader Seasons,5.7,12.3,https://webmap.onxmaps.com/hunt/map#9.45/40.8106697307716/-105.382927657924,"AE000U1A,AF009L1R,AM009P1R,AF009P1R,AM009O1M,AF009O1M",NA,NA
191,8,4,0,12,16,77,28,6,All Private Land Only Seasons,4,10,66,12,75,73%,13,1.0000000000000002,  523,  243,47%,40.810669730771586,-105.3829276579241,"  334,898","  155,838",191 All Private Land Only Seasons,30.6,65.7,https://webmap.onxmaps.com/hunt/map#9.45/40.8106697307716/-105.382927657924,"AE000U1A,AF009L1R,AM009P1R,AF009P1R,AM009O1M,AF009O1M",NA,NA
201,26,9,3,38,48,79,171,0,All manners of take,12,39,76,85,85,80%,57,-3.0000000000000053,  420,  417,99%,40.88191514370558,-108.88454776856622,"  269,009","  266,877",201 All manners of take,114.2,115.1,https://webmap.onxmaps.com/hunt/map#9.45/40.8819151437056/-108.884547768566,"AM201O1A,AM201O1R,AF201O1R,AF201O1A,AM001O1M,AF001O1M",NA,NA
201,17,8,2,27,30,89,62,1,All Rifle Seasons,10,25,87,67,86,87%,41,1.4999999999999953,  420,  417,99%,40.88191514370558,-108.88454776856622,"  269,009","  266,877",201 All Rifle Seasons,71.4,71.9,https://webmap.onxmaps.com/hunt/map#9.45/40.8819151437056/-108.884547768566,"AM201O1A,AM201O1R,AF201O1R,AF201O1A,AM001O1M,AF001O1M",NA,NA
201,17,8,2,27,30,89,62,2,All Regular Rifle Seasons,10,25,87,66,86,87%,40,1.4999999999999953,  420,  417,99%,40.88191514370558,-108.88454776856622,"  269,009","  266,877",201 All Regular Rifle Seasons,71.4,71.9,https://webmap.onxmaps.com/hunt/map#9.45/40.8819151437056/-108.884547768566,"AM201O1A,AM201O1R,AF201O1R,AF201O1A,AM001O1M,AF001O1M",NA,NA
201,4,1,1,6,10,58,95,4,All Archery Seasons,2,7,18,9,71,49%,9,-6.5000000000000195,  420,  417,99%,40.88191514370558,-108.88454776856622,"  269,009","  266,877",201 All Archery Seasons,23.8,24,https://webmap.onxmaps.com/hunt/map#9.45/40.8819151437056/-108.884547768566,"AM201O1A,AM201O1R,AF201O1R,AF201O1A,AM001O1M,AF001O1M",NA,NA
201,5,0,0,5,8,67,15,5,All Muzzleloader Seasons,0,7,100,9,89,85%,8,-11.000000000000016,  420,  417,99%,40.88191514370558,-108.88454776856622,"  269,009","  266,877",201 All Muzzleloader Seasons,19,19.2,https://webmap.onxmaps.com/hunt/map#9.45/40.8819151437056/-108.884547768566,"AM201O1A,AM201O1R,AF201O1R,AF201O1A,AM001O1M,AF001O1M",NA,NA
211,10,5,0,15,30,50,106,0,All manners of take,5,27,50,34,89,63%,30,-19.500000000000025,  743,  330,44%,40.29880865977781,-107.91969962140058,"  475,697","  210,889",211 All manners of take,40.4,91,https://webmap.onxmaps.com/hunt/map#9.45/40.2988086597778/-107.919699621401,"AM012O1A,AE211W1R,AF211W1R,AM012O1R,AF012O1R,AF012O1A,AM012O1M,AF012O1M",NA,NA
211,8,4,0,11,19,60,70,1,All Rifle Seasons,4,13,74,24,94,76%,19,-17.000000000000004,  743,  330,44%,40.29880865977781,-107.91969962140058,"  475,697","  210,889",211 All Rifle Seasons,25.6,57.7,https://webmap.onxmaps.com/hunt/map#9.45/40.2988086597778/-107.919699621401,"AM012O1A,AE211W1R,AF211W1R,AM012O1R,AF012O1R,AF012O1A,AM012O1M,AF012O1M",NA,NA
211,7,3,0,9,17,56,66,2,All Regular Rifle Seasons,3,10,76,14,90,74%,14,-17.000000000000018,  743,  330,44%,40.29880865977781,-107.91969962140058,"  475,697","  210,889",211 All Regular Rifle Seasons,22.9,51.6,https://webmap.onxmaps.com/hunt/map#9.45/40.2988086597778/-107.919699621401,"AM012O1A,AE211W1R,AF211W1R,AM012O1R,AF012O1R,AF012O1A,AM012O1M,AF012O1M",NA,NA
211,0,0,0,0,4,0,19,4,All Archery Seasons,0,6,0,5,50,17%,5,-25.00000000000001,  743,  330,44%,40.29880865977781,-107.91969962140058,"  475,697","  210,889",211 All Archery Seasons,5.4,12.1,https://webmap.onxmaps.com/hunt/map#9.45/40.2988086597778/-107.919699621401,"AM012O1A,AE211W1R,AF211W1R,AM012O1R,AF012O1R,AF012O1A,AM012O1M,AF012O1M",NA,NA
211,3,1,0,4,8,50,18,5,All Muzzleloader Seasons,1,7,50,5,100,67%,7,-25.00000000000001,  743,  330,44%,40.29880865977781,-107.91969962140058,"  475,697","  210,889",211 All Muzzleloader Seasons,10.8,24.3,https://webmap.onxmaps.com/hunt/map#9.45/40.2988086597778/-107.919699621401,"AM012O1A,AE211W1R,AF211W1R,AM012O1R,AF012O1R,AF012O1A,AM012O1M,AF012O1M",NA,NA
211,1,1,0,2,2,100,4,7,All Ranching for Wildlife Seasons,1,3,67,9,100,89%,5,-1.2560739669470206e-14,  743,  330,44%,40.29880865977781,-107.91969962140058,"  475,697","  210,889",211 All Ranching for Wildlife Seasons,2.7,6.1,https://webmap.onxmaps.com/hunt/map#9.45/40.2988086597778/-107.919699621401,"AM012O1A,AE211W1R,AF211W1R,AM012O1R,AF012O1R,AF012O1A,AM012O1M,AF012O1M",NA,NA
214,9,0,0,9,11,82,22,0,All manners of take,0,19,56,70,64,67%,33,8.999999999999993,  401,   90,22%,40.642251620729446,-107.00814944638188,"  256,679","   57,506",214 All manners of take,27.4,122.4,https://webmap.onxmaps.com/hunt/map#9.45/40.6422516207294/-107.008149446382,"AM214O1A,AM214O1R,AM441W1R,AM214W2R,AM214P5R,AM214O1M",NA,NA
214,9,0,0,9,9,100,19,1,All Rifle Seasons,0,11,62,60,69,77%,27,15.5,  401,   90,22%,40.642251620729446,-107.00814944638188,"  256,679","   57,506",214 All Rifle Seasons,22.4,100.2,https://webmap.onxmaps.com/hunt/map#9.45/40.6422516207294/-107.008149446382,"AM214O1A,AM214O1R,AM441W1R,AM214W2R,AM214P5R,AM214O1M",NA,NA
214,3,0,0,3,3,100,3,2,All Regular Rifle Seasons,0,5,37,36,81,73%,15,9.500000000000012,  401,   90,22%,40.642251620729446,-107.00814944638188,"  256,679","   57,506",214 All Regular Rifle Seasons,7.5,33.4,https://webmap.onxmaps.com/hunt/map#9.45/40.6422516207294/-107.008149446382,"AM214O1A,AM214O1R,AM441W1R,AM214W2R,AM214P5R,AM214O1M",NA,NA
214,0,0,0,0,2,0,3,4,All Archery Seasons,0,2,0,4,50,17%,3,-25.00000000000001,  401,   90,22%,40.642251620729446,-107.00814944638188,"  256,679","   57,506",214 All Archery Seasons,5,22.3,https://webmap.onxmaps.com/hunt/map#9.45/40.6422516207294/-107.008149446382,"AM214O1A,AM214O1R,AM441W1R,AM214W2R,AM214P5R,AM214O1M",NA,NA
214,2,0,0,2,2,100,2,6,All Private Land Only Seasons,0,2,100,30,77,92%,11,11.499999999999977,  401,   90,22%,40.642251620729446,-107.00814944638188,"  256,679","   57,506",214 All Private Land Only Seasons,5,22.3,https://webmap.onxmaps.com/hunt/map#9.45/40.6422516207294/-107.008149446382,"AM214O1A,AM214O1R,AM441W1R,AM214W2R,AM214P5R,AM214O1M",NA,NA
